Nm3jbins 5
m0_binning   100  10  1000  10
m12_binning  36  100  450  10
NscanPoints  3592
    m0    m12      Xsec     nsel    n_a    n_d      sb1     sb2     sb3     sb4     sb5  slmsb1  slmsb2  slmsb3  slmsb4  slmsb5   slsb1   slsb2   slsb3   slsb4   slsb5  slsig1  slsig2  slsig3  slsig4  slsig5
   220    380       0.325   1274     41    277       15      30      45      24      11       5       3       4       7       1       8      13      16       7       2      30      80     124      68      32 
   220    390       0.276   1203     36    275       16      26      43      32      12       5       3       6       3       1       4       4       9       8       4      40      64     110      63      32 
   220    400       0.233   1201     38    261       17      24      38      28      12       0       4      11       5       3       2       7      10       7       2      28      79     100      67      44 
   220    410       0.201   1127     38    220       24      21      28      30      15       2       3       7       4       2       5       8      14       6       4      43      48     118      80      32 
   220    420       0.176   1094     30    210       16      26      42      24      25       2       5       6       1       2       4       4      11      10       6      34      50      93      79      41 
   220    430       0.149   1121     31    216       19      15      31      19      10       3       2       7       2       0       2       3      13       9       6      37      71      63      79      44 
   220    440       0.130   1037     34    199       14      15      30      21      16       1       3       9       4       1       5       4       8       4       3      23      49      90      91      40 
   220    450       0.113    984     24    221       13      12      31      26      11       4       4       5       6       2       3       7       6       9       3      21      62      97      72      48 
   230    100     766.500     45     21     29       10      17      26      11       5       1       1       4       1       0       1       2       4       2       1       0       0       2       0       0 
   230    110     202.900    157     69     64       38      55      75      46       7       6       7      21       4       3       6       6      17       8       2       2       4       5       2       4 
   230    120     122.100    263    100     85       35      74     121      47      23       6      14      32       4       5       4      12      23      10       3       4       6      12       6       3 
   230    130      81.630    634    177    173       65     115     184     100      30      10      33      35      22       1      11      21      29      17       5      12      27      32      15       7 
   230    140      57.500    766    142    208       68     105     194      87      38      11      34      38       7       7      13      27      38      14       5      18      35      50      29      11 
   230    150      41.740    793    158    235       65     131     191     101      36       9      23      35      13       3      14      29      49      23       4      30      43      52      30      11 
   230    160      30.830    941    158    252       57     106     170      85      25      13      32      37      15       3      15      33      35      21       9      18      46      67      31      12 
   230    170      23.250   1030    152    276       69     105     156      78      33       9      25      19      15       4       8      27      34      19      11      23      43      73      38      10 
   230    180      17.330   1128    156    281       69     118     155      90      36      10      22      33      18       5      17      27      34      22       4      32      51      64      31      12 
   230    190      13.460   1126    137    281       51     100     139      68      35      13      20      27       9       2       5      24      31      15       6      23      58      76      41      14 
   230    200      10.590   1118    115    287       33      85     120      82      24      10      18      16      10       4      17      29      33      14      10      29      62      80      32      14 
   230    210       8.178   1124    106    289       40      82     107      52      21       8      17      19      16       2      11      20      22      11       7      42      57      73      58      16 
   230    220       6.521   1095     78    281       46      73     112      63      26       9      12      21      15       4      10      20      29      13       6      28      54      71      43      17 
   230    230       5.296   1119    111    255       31      57     114      55      20       5      12      14       7       7      14      18      20      12       5      20      59      71      40      17 
   230    240       4.239   1046     85    258       23      63      77      59      21       4      16      17       7       6       6      15      18      16       4      32      62      78      43      21 
   230    250       3.409   1028     80    256       24      63      75      52      17       5      14      16       8       8       9      19      25      16       6      41      63      91      46      22 
   230    260       2.784   1116     79    282       37      55      74      44      19       4      10      26       6       7      10      17      23      16       2      45      79      80      59      18 
   230    270       2.248   1066     65    251       24      49      60      44      21       2      14      21       3       2       8      27      15      13       5      30      81      92      58      25 
   230    280       1.839   1051     63    233       29      56      74      29      20      10      16      16       6       1      18      15      18       6       2      34      76      92      53      25 
   230    290       1.521   1014     56    262       22      37      52      35      12      10      12      10       9       0       3      23      23       8       3      31      93     100      57      23 
   230    300       1.253   1064     51    253       23      37      60      33      17       3      12      18       8       4       9      13      19       9       3      38      82     114      49      35 
   230    310       1.031   1056     54    224       17      33      56      28      19       4      11      10       6       6       8       9      21       9       3      40      69     125      44      22 
   230    320       0.875   1078     55    220       25      24      59      31      21       4       7      13       7       3       8      10      16      14       1      44      77     103      49      28 
   230    330       0.735   1304     63    323       18      47      61      41      27       5      20      11      14       4       9       8      17       9       4      38      77     131      71      37 
   230    340       0.615   1402     65    345       23      41      51      45      22       3       9      12       4       3       3      22      16      14       3      39      82     112      62      35 
   230    350       0.521   1312     67    330       15      34      71      39      17       6       5       9      10       5       4      15      22      10       4      44      86     119      64      38 
   230    360       0.436   1353     62    321       21      31      52      30      16       2       7       8       4       4       8       6       9      10       6      59      69      97      56      32 
   230    370       0.374   1299     56    338       16      42      69      38      20       6       7       9       7       5       4      10      15       6       6      37      74     122      68      44 
   230    380       0.315   1334     50    281       29      33      52      46      16       6       4       8       7       1       5       5      15       5       1      36      66     107      75      35 
   230    390       0.270   1241     35    263       15      36      46      28      20       3       7       8       7       2       5       9      10       9       6      45      67     117      69      42 
   230    400       0.234   1200     33    292       15      29      47      34       9       4       7       6       5       2       4       9      13      13       3      29      53      95      70      33 
   230    410       0.199   1160     42    274        8      31      35      30      11       4       5      11       5       4       3       7      10      10       3      29      48     102      61      54 
   230    420       0.173   1177     41    249       11      26      35      27      17       2       4       7       3       2       6       5      14       9       4      32      69      93      70      61 
   230    430       0.147   1157     31    247       16      23      30      31      15       2       2       7       0       2       3       5      11       6       3      36      51      98      68      51 
   230    440       0.127   1069     27    227       14      21      33      18      14       3       3       6       4       0       1       6      13       9       6      28      59     102      65      37 
   230    450       0.112   1019     27    247       13      25      34      19       8       2       4      13       2       4       5       5       7       2       2      23      50      96      70      48 
   240    100     664.600     49     24     19        9      20      37      18       5       2       0       6       1       1       2       2       6       0       0       2       0       2       1       1 
   240    110     194.900    155     70     62       29      53      83      41      17       2       7      19       6       3       2       3      12       4       0       3       5      10       3       5 
   240    120     118.200    223    108    101       28      64     118      41      16       8      18      22      11       3       2       7      19      12       3       6       4      16       7       3 
   240    130      76.900    573    176    179       54     131     208     112      44      17      30      48      16       9      11      20      33      10       8      17      24      42      14       5 
   240    140      55.120    706    156    234       55     112     192     102      37      22      33      37      27       4      16      32      46      21       3      19      36      45      27      15 
   240    150      39.840    834    175    243       59     138     182     115      33      11      30      50      25       3      13      23      38      16       8      16      37      58      26      19 
   240    160      29.620    925    156    232       74     112     166      92      53      12      33      39      16       6      11      21      39      14      10      30      40      62      24      15 
   240    170      22.260   1037    155    259       57     108     160      94      38      15      32      43      16       5      14      28      38      17       5      22      53      71      37      17 
   240    180      17.210   1083    139    311       62     112     176      93      32      19      26      29      13       5      12      31      35      16       5      32      67      72      37      25 
   240    190      13.090   1135    129    293       52     117     147      84      27      10      21      28      14       8      15      32      34       9       4      31      59      89      44      19 
   240    200      10.320   1180    133    287       56     101     140      67      35      11      20      21      11       7      14      26      34      17       6      34      51      74      41      23 
   240    210       8.083   1188    127    283       49      86     126      73      26       5      14      29       7       1      16      21      39       8       5      33      57      69      45      20 
   240    220       6.354   1146    100    272       37      67     122      59      26      12      14      29      10       3       8      22      29      18       3      36      72      78      38      20 
   240    230       5.139   1172    115    302       40      72     105      70      34       8      14      26       6       8      10      19      20      18       7      40      64      93      49      16 
   240    240       4.160   1179     69    276       46      69      91      45      23       7      16      10       6       2       9      14      23      10       4      49      61      87      39      17 
   240    250       3.365   1071     95    257       48      79      90      39      13       3      14      17       3       3      12      21      24      15       1      36      72     104      50      16 
   240    260       2.718   1103     73    266       32      77      83      48      23       7      16      16       8       3      10      19      32      13       3      42      62     100      51      26 
   240    270       2.181   1091     70    238       21      57      55      40      15      10      20      14       9       3       6      19      22       5       4      41      69     101      49      25 
   240    280       1.792   1004     79    231       34      39      62      40      13       4      14      16       8       2      11      17      20      11       6      38      75     101      59      23 
   240    290       1.486   1046     52    226       24      55      71      30      14       3       9      14       7       3      10      20      22      15       5      45      80      94      49      20 
   240    300       1.240   1101     55    241       14      40      59      27      16       8       9      10       7       2       8      13      27      10       1      44      56      96      55      27 
   240    310       1.031   1057     52    229       18      37      57      32       9       2       7      11       5       5       7      12      19      12       5      35      63     106      62      36 
   240    320       0.853   1095     47    236       25      41      55      29      19       3       8      11      11       7       7      14      20       7       5      48      78     102      63      30 
   240    330       0.716   1315     65    322       24      50      66      27      21       8       6      19      11       5       5      14      24      15       6      43      65     136      45      36 
   240    340       0.607   1387     72    319       22      41      58      34      25       6       7      12       5       3       4      13      13      10       8      38      81     135      79      22 
   240    350       0.504   1353     81    321       26      55      64      36      21       9      14       8       4       1       5      12      10       7       5      60      73     127      63      34 
   240    360       0.435   1367     60    316       21      37      49      33      14       7      13      13       7       4      10      12      12       4       6      31      75     111      69      25 
   240    370       0.366   1343     59    317       18      44      58      41      27       3       9      14       9       6       8       5      14       3       4      33      72     107      65      32 
   240    380       0.315   1331     64    313       19      30      52      31      18       4       6       3       8       3       9      13      12       8       5      51      67     102      62      35 
   240    390       0.270   1296     51    286       20      30      58      33      18       2       2      13       7       3       5      14       8       3       7      36      73      83      64      49 
   240    400       0.229   1328     38    304       21      32      39      34      23       5       3       8       5       6       6       9      13      12       6      21      66     102      58      45 
   240    410       0.195   1189     50    251       17      20      40      36      16       1       7       3       5       6       5       4      16      10       7      33      64     103      70      41 
   240    420       0.170   1223     34    257       10      21      40      31      15       2       2       5       6       0       4      11       9       6       8      40      57     125      76      45 
   240    430       0.147   1145     29    260       14      27      37      28      14       3       0       6       5       4       1       2       7       7       1      40      56      89      66      42 
   240    440       0.125   1136     30    243       12      14      38      24      11       1       4       6       5       1       3       8       8       6       6      37      57     105      62      38 
   240    450       0.108   1059     31    243        9      20      35      29      18       2       3       6       2       2       3       4      11       8       1      37      53     107      64      53 
   250    100     593.800     42     29     20        7      16      20      21       7       4       5       8       2       1       3       2       1       2       0       2       0       1       3       0 
   250    110     187.400    166     78     73       38      45      96      34      12       9       8      19       4       1       6       5      12       6       1       2       4      11       5       2 
   250    120     114.100    197     92     83       38      77     129      61      13       8       9      24      13       2       4       8      13       9       3       2       3      10      10       3 
   250    130      75.960    343    125    115       52     119     150      57      22      11      24      20      12       3       5      11      25       9       1       8      14      10       8       3 
   250    140      53.370    720    205    240       60     115     236      95      47      12      39      43      15      10      14      21      54      21       2      16      44      59      29      11 
   250    150      38.590    862    172    225       54     147     182     105      35      12      33      45      21       5      18      29      29      18       5      15      41      68      20      15 
   250    160      28.600    985    180    275       61     121     172     108      35      19      34      34      13       5      12      28      45      23       6      31      54      70      26      13 
   250    170      21.490   1078    162    288       68     122     155      79      36      10      20      33      12       6      16      37      43      22       7      32      63      71      38      16 
   250    180      16.460   1120    151    294       55     120     138      93      39       6      22      39      14       9      15      39      36      23       5      38      57      83      35      13 
   250    190      12.810   1125    149    298       67     119     137      81      37      17      27      23      16       3      13      41      29      14       5      33      68      80      40      23 
   250    200      10.120   1190    122    274       55     109     135      67      36       7      21      24      15       0      19      30      41      13       5      34      77      85      48      19 
   250    210       7.876   1230    112    343       44     101     131      68      34      21      19      27       9       3      18      29      33      20       6      40      72      75      54      25 
   250    220       6.239   1217    114    277       40      94     112      77      28       6      19      20       9       4       8      29      38       8       5      40      69     102      43      20 
   250    230       4.986   1226     99    261       47      78     106      49      21       8      14      19       9       1      13      19      31      17       6      41      71     105      48      14 
   250    240       4.044   1137     78    273       39      87      88      52      24       9      13      19       7       3      12      20      23      11       3      42      76      95      51      23 
   250    250       3.265   1121    102    303       30      56      96      56      18      10      13      20       5       2      12      26      37      11       2      36      76      97      48      24 
   250    260       2.651   1124     91    274       41      52      73      39      18       7      11      16       9       5      12      18      23      17       3      48      75      93      60      20 
   250    270       2.158   1077     67    245       28      61      68      38      21       9      15      13       4       3      11      19      24      13       3      48      71     104      60      28 
   250    280       1.770   1087     70    253       25      63      73      36      23      10       7      15       4       5      12      18      15      13      10      47      77     112      62      21 
   250    290       1.456   1038     77    239       24      46      61      38      15       4      15      15      13       4      14      14      24      14       6      49      81     118      48      32 
   250    300       1.218   1113     57    277       20      35      61      29      14       6      11      18       5       5       4      20      20      15       4      50      76     108      55      21 
   250    310       1.004   1053     46    234       32      44      45      31      20       6      11      18      11       3       6      19      27      11       6      50      70     113      65      23 
   250    320       0.832   1117     48    253       22      33      57      24      19       2       6       7       5       1       6      13      18      13       3      36      66     114      48      31 
   250    330       0.702   1286     73    352       26      47      62      30      30       4       9      18       9       2      11      15      21      15       4      44      74     109      65      29 
   250    340       0.594   1349     82    325       23      40      68      41      21       5       9      10       7       1       6      17      15      11       1      44      90     118      80      42 
   250    350       0.503   1357     67    316       34      45      72      47      18       2      12      12       7       3       6      16      22      15      12      43      67     124      71      26 
   250    360       0.426   1373     48    330       25      34      49      37      20       2       6      25      11       2      10       7      21      10       4      51      80     107      66      37 
   250    370       0.359   1293     53    321       22      38      63      34      23       2       8      10       7       7       4       4       9       3       3      56      79     116      77      46 
   250    380       0.309   1303     57    332       20      35      58      51      21       4       6      12       8       4       3       6      12       5       4      55      74     127      60      39 
   250    390       0.263   1311     42    301       19      31      57      42      20       4       5      12       6       1       5      10      22       7       6      37      70     116      87      41 
   250    400       0.225   1336     48    291       21      34      43      36      24       1       3       5       3       4       2       5      10       8       4      41      78      94      50      34 
   250    410       0.195   1282     59    283       17      33      45      32      16      11       2       2       5       2       1       5      11       7       3      43      61     102      67      34 
   250    420       0.166   1291     29    255       17      28      35      21      11       4       7       5       4       1       7       7      11      12       4      43      46      98      82      40 
   250    430       0.144   1222     36    270       16      26      44      27      18       3       0       5       2       0       0       8       9       4       1      36      56     107      83      41 
   250    440       0.125   1101     46    245       12      31      36      36      15       6       4       2       2       6       4       6       7       5       3      46      55      90      71      58 
   250    450       0.108   1160     32    223       11      25      37      36      19       2       5       7       5       4       2       7       6       7       0      32      44      92      81      48 
   260    100     529.700     57     46     26       13      25      35      12       9       0       3       8       3       1       1       5       3       1       1       0       3       3       2       0 
   260    110     178.700    171     87     56       42      65      85      36       9       1       6      23      11       2       3       2       6       7       1       3       5       9       4       0 
   260    120     109.400    228    105     83       43      82      99      53      13      13      15      12       7       3       4      16      17       9       2       5      11      10       3       5 
   260    130      73.770    338    140    113       37      81     164      60      20      10      16      25      10       2       2      12      23      10       3       6      10      21      12       3 
   260    140      51.840    503    140    120       48     120     171      73      22      17      26      23      13       6      10      20      24      13       4      10      18      35      14       3 
   260    150      37.050    853    153    255       49     153     190      93      41      16      36      51      19       6      17      36      67      18       5      20      44      69      22      12 
   260    160      27.650    956    164    266       63     133     191      99      39      14      32      42      22       9      11      28      42      16       9      20      55      70      37      10 
   260    170      20.920   1016    146    283       69     137     206      92      40       7      16      24      18       6      12      39      38      19       7      29      40      98      47      22 
   260    180      15.930   1057    125    279       67     121     169      95      29      10      29      31      11       6      23      27      36      21      14      44      67      72      37      11 
   260    190      12.380   1129    155    287       61      99     132     110      28       4      33      21      10       8      16      35      47      13       6      34      65     100      43      22 
   260    200       9.655   1241    119    337       60     116     142      69      29      16      18      28      15       6      10      27      31      19       4      39      77      88      44      24 
   260    210       7.627   1289    113    315       63     110     153      59      31      17      25      36      12       8      17      22      31      15       5      49      68      97      39      17 
   260    220       6.041   1288     97    317       45      79     123      68      24      12      16      25      16       6      16      23      33      12       3      45      77     106      41      19 
   260    230       4.846   1201     80    291       40      81     103      59      20      11      15      14       8       7      11      20      29       8       6      42      77      97      54      34 
   260    240       3.921   1168     88    280       47      76      86      56      29       7      16      19       8       4      12      16      23       9       8      48      76     116      50      21 
   260    250       3.212   1089     94    294       38      62      84      69      16      12      16      18      13       3      15      26      27      11       1      42      78      97      54      15 
   260    260       2.595   1179     81    284       33      67      85      44      18       7      28      17       8       2      14      23      25       8       3      53      84      97      52      25 
   260    270       2.124   1081     78    250       33      45      78      28      16      11      16      19       5       3       8      19      20      17       2      47      91     123      69      20 
   260    280       1.735   1141     71    241       20      50      70      35      11      11      20      19      11       2       9      25      18      16       5      47      75     123      48      23 
   260    290       1.426   1129     44    265       26      50      58      37      15       3       9      22      10       2      16      11      21       7       1      52      81     125      51      19 
   260    300       1.180   1120     52    235       25      43      55      47      12       2      12      20       6       3       8      11      14      15       1      45      85     118      62      34 
   260    310       0.992   1069     51    234       30      48      46      27      15       4      10      13       6       1       2      11      19       6       2      43      85      95      58      30 
   260    320       0.818   1063     56    238       15      40      48      28      14       3      10      14       6       3       8      15      15      12       5      33      74     123      63      36 
   260    330       0.688   1328     85    366       35      55      86      34      13       5      13      12      16       1       4      12      25       7       5      35      80     124      54      37 
   260    340       0.579   1328     64    347       27      31      68      28      15       1      13      19       6       2       7      17      25       8       5      46      88     130      56      36 
   260    350       0.491   1392     65    317       20      50      56      44      24       7      12      13      11       2       5      13      22      14       4      38      89     107      69      34 
   260    360       0.416   1360     59    327       20      41      66      39      18       7      13      12       9       2       9      14      19      15       2      48      70     114      81      36 
   260    370       0.353   1363     60    314       21      48      58      43      20       7       9      12       7       3       7       9      16      10       6      37      71     122      70      40 
   260    380       0.304   1428     57    338       19      31      58      34      28       4       9      14       3       4       4      10      16       8       5      34      78     130      68      41 
   260    390       0.259   1334     42    280       22      37      46      41      13       1       4      11       9       7       5      15      16       7       3      37      77     101      58      37 
   260    400       0.220   1304     48    308       11      34      52      31      20       7       5      10       3       3       6       9      11      13       3      30      60     111      61      34 
   260    410       0.190   1308     45    300       20      31      48      35       9       5       4       7       2       4       4       8       8       6       5      48      70     100      69      41 
   260    420       0.165   1288     38    286       19      26      52      39      16       2       4       5       3       6       3      11      17       5       7      43      66      96      77      42 
   260    430       0.141   1255     44    258       17      20      47      31      17       1       4       4       2       2       6       7      14       6       0      42      66     111      74      39 
   260    440       0.122   1206     30    274       11      22      49      33      21       2       5      11       2       2       2       5      10       8       3      38      52      94      66      42 
   260    450       0.106   1198     31    249       18      23      34      27      27       3       0      10       2       1       2       5       6       7      10      40      62      86      72      36 
   270    100     478.700     53     46     32       11      27      36      11       4       3       3       8       4       1       2       3       3       4       3       4       1       6       0       0 
   270    110     174.000    158     83     70       29      60      96      49      10       5       8      17       8       1       0      10      17       6       2       3       3       7       7       1 
   270    120     105.600    227     89     73       44      71     111      44      18       6      13      23      10       5       9      17      21       7       1       2       7      10       7       3 
   270    130      71.200    347     99    113       50      69     153      76      16      10      16      29      13       3       3      10      19      11       6       9       8      22       5       2 
   270    140      49.910    447    127    132       52      78     163      75      22       9      24      26      17       4       6      15      21      16       6      10      19      32      14       3 
   270    150      36.030    872    178    237       61     151     172      96      33      16      30      44      20       5      15      41      54      23       6      27      50      63      31      14 
   270    160      26.780    976    158    264       68     133     195     119      34      16      39      42      24       5      21      38      43      23      10      26      39      81      22       8 
   270    170      20.220   1020    141    288       66     121     190      98      42      14      32      34      19       4      20      30      48      21       5      33      40     101      35      15 
   270    180      15.470   1105    153    282       58     139     147     109      25      17      24      33      10       3      21      30      43      28       8      29      73     111      43      14 
   270    190      12.010   1238    119    320       71      99     154      93      30      10      14      33      14       8      16      31      35      23       4      39      66      93      50      18 
   270    200       9.419   1242    146    306       66     117     162      78      27      10      25      20      10       5      23      35      34      19       4      45      78      95      61      13 
   270    210       7.421   1287    134    331       57     111     136      67      30       9      19      37      23       7      11      33      36      15       3      35      81     106      55      20 
   270    220       5.890   1300    117    320       54     111     129      53      17      12      18      27      15       5      19      28      25      16      11      39      91      94      37      22 
   270    230       4.764   1273    129    328       49      89     114      57      31      10      20      20       4       5      14      31      26      16       4      55      94     112      43      17 
   270    240       3.834   1253     99    309       33      70      98      51      24      13      13      21      11       2      10      28      39      12       6      54      81     100      52      19 
   270    250       3.110   1161     83    296       27      70      79      42      21      12      19      21      15       2      11      35      25      17       7      49      73     120      47      17 
   270    260       2.537   1152     75    271       38      77     103      46      21       4      14      14      11       3      17      24      23      14       7      53      89     114      65      23 
   270    270       2.052   1125     75    294       31      58      67      37      21      11      19      24       8       3      12      18      39      13       4      50      94     126      51      25 
   270    280       1.692   1130     78    291       32      46      61      37      16       8      12      13       8       5      14      17      23      15       2      40      75     116      48      25 
   270    290       1.399   1127     73    277       33      35      54      31      13      11      18      18       3       5      10      23      21      12       4      37      76     119      64      30 
   270    300       1.168   1093     72    267       15      38      67      38      17       3      17      13      12       3       3      22      15       8       4      41      74     127      49      24 
   270    310       0.968   1091     60    254       24      42      64      26      21       7      16      17       7       3       8      16      14       8       4      61      90     108      60      19 
   270    320       0.810   1072     45    211       29      41      52      30      19       7      10      12       9       0      11      14      17       6       7      39      75     129      58      32 
   270    330       0.679   1340     69    363       21      43      59      31      16       7      16       7       9       2       3      19      16       7       5      51      79     134      64      42 
   270    340       0.570   1413     69    352       18      49      72      34      14       7       9      13       5       7       4      12      18       6       6      54      75     116      78      29 
   270    350       0.477   1386     60    366       21      46      53      31      11       6       8      16       3       3       3      10      29      11       4      37      84     127      67      37 
   270    360       0.408   1399     68    368       19      37      53      38      18       4       8      14       3       1       7      14      18       8       4      51      77     129      75      30 
   270    370       0.350   1335     60    327       42      37      76      42      17       4       7      13       9       1       8      13      13      14       6      39      78     126      63      40 
   270    380       0.295   1405     54    289       24      33      72      39      15       0       4       6       3       2       7      10      14       8       3      46      72     125      66      45 
   270    390       0.250   1300     56    326       21      34      53      33      16       2       5       7       5       2      10       9      18      11       4      39      65     100      81      38 
   270    400       0.218   1356     62    305       17      30      46      24      17       2       8       7       6       5       6      15      16       8       3      31      74     120      67      34 
   270    410       0.186   1278     41    318       16      22      62      25      20       3       7      12       2       0       2       7      15       8       6      41      94     113      67      35 
   270    420       0.162   1253     42    308       22      19      52      37      21       3       2       9       6       0       3       3      17       5       4      39      65     106      68      35 
   270    430       0.139   1244     43    293       17      29      47      33      12       2       5       3       6       3       3       9      14       8       1      39      61     111      56      54 
   270    440       0.121   1188     36    276       12      31      40      23      15       4       4       3       3       2       4       2      10       8       2      34      66     109      76      47 
   270    450       0.104   1207     41    290       11      27      39      27      18       5       3       6       5       1       2      10       3       9       2      41      51      82      66      47 
   280    100     438.100     71     32     32       20      21      43      17       5       2       3       6       3       1       1       3       1       1       0       2       2       2       2       1 
   280    110     168.200    174     75     53       34      65      83      40      19       1       9      16       7       2       6       7      13       5       3       3       5      12       2       0 
   280    120     102.700    211    100     80       44      69     105      60      17       8       6      25      16       7       6      10      22      12       2       4       5      15       4       5 
   280    130      67.380    358    114     90       61      92     140      64      23       8      16      28      17       7       1       9      11       8       3      10      16      16      14       6 
   280    140      47.980    455    119    135       52     109     144      63      26       6      22      24      11       5       7      15      28      14       8      12       6      28      10       3 
   280    150      35.560    556    154    171       56     121     183      93      23       7      24      41      10       0      13      18      24      18       3      11      28      38      19       4 
   280    160      25.990    956    164    248       71     143     222     108      33      15      44      41      24       8      13      23      55      38       6      34      51      77      42       9 
   280    170      19.500   1059    133    293       53     132     167     115      40      21      28      35      16       9      14      36      46      27       4      30      55      83      42      22 
   280    180      15.050   1163    148    303       50     125     181     106      35      12      26      33      18       8      15      31      38      18       6      36      69      92      36       8 
   280    190      11.730   1134    144    302       58     105     164      95      37       7      31      43      21       9      17      35      35      16       9      37      74     100      49      18 
   280    200       9.198   1298    132    320       60     114     129      81      23      14      26      35      17       2       7      23      41      16       7      45      66     102      48      12 
   280    210       7.182   1251    138    330       48     112     136      67      24       9      23      21       7       7      15      38      39      20       0      41      74     112      42      24 
   280    220       5.723   1306    111    328       58      95     121      62      26      13      24      22      10       8      22      29      34      11       8      56      97     100      41      22 
   280    230       4.584   1325    108    322       43      85     107      60      30       5      26      25      12       3      20      31      31      21       8      46      80     102      71      22 
   280    240       3.738   1225    105    282       49      91     115      55      27       6      21      21      14       2      13      36      28      17      10      36     103     102      48      24 
   280    250       3.028   1214    112    310       33      71      87      43      19      13      16      26      10       4      15      20      33       5       3      57     109     103      51      25 
   280    260       2.476   1141    113    295       43      73      77      45      16       6      18      25      13       2      19      17      23      14       6      60      85     115      60      23 
   280    270       2.022   1129     81    296       23      49      83      43      15       7      15      24       5       2       6      32      37      11       4      47      83     118      53      25 
   280    280       1.646   1149     73    253       31      62      77      40      14       8      18      22      15       3      12      21      15      14       7      61      81     120      56      24 
   280    290       1.365   1148     74    279       25      58      57      25      20       8      19      14       3       0      10      18      25       8       1      49     103     116      61      26 
   280    300       1.128   1092     58    264       30      49      55      28      20      10      11      15       5       5       9      28      15      13       2      29      80     116      58      20 
   280    310       0.953   1129     66    251       16      45      49      31      16       8      10      13       5       3       7      14      20      19      11      43      79     124      60      30 
   280    320       0.791   1160     46    293       28      31      58      27       9       2       7      12       4       2       9      13      19       9       6      41      73     121      69      25 
   280    330       0.662   1381     63    323       29      49      78      44      23       1       8      14       7       2       7      14      14      13       6      48      86     120      58      34 
   280    340       0.565   1397     79    347       24      49      61      29      18       8       9      13       7       4      11      11      22       8       4      39      84     117      71      24 
   280    350       0.470   1397     58    346       18      41      62      40      27       5      12      12       4       3      12      20      17      10       8      58      92     106      65      31 
   280    360       0.400   1392     58    326       28      27      55      43      14       5       6       7       5       1       3      12      18       7       3      44      64     129      83      35 
   280    370       0.341   1375     56    305       19      45      50      38      23       1       8      11       8       4       8      10      18       7       4      39      75     119      68      45 
