Nm3jbins 5
m0_binning   41  200  600  10
m12_binning  27  140  400  10
NscanPoints  1107
    m0    m12      Xsec     nsel    n_a    n_d      sb1     sb2     sb3     sb4     sb5  slmsb1  slmsb2  slmsb3  slmsb4  slmsb5   slsb1   slsb2   slsb3   slsb4   slsb5  slsig1  slsig2  slsig3  slsig4  slsig5
   300    340       0.542   1080     23    185       17      21      27      30      19       3      10       8       6       3       1       8      18      13       8      50      85     136     103      55 
   300    350       0.459   1084     29    175        9      24      32      17      16       4       6       4       1       2       5       8      12      16       6      54      88     135      95      51 
   300    360       0.391   1004     18    167       14      24      34      14       7       0       4       8       2       1       3      11       9      10       6      42      74     132      74      52 
   300    370       0.335   1007     21    187        7      13      35      21      11       3       1      12       6       5       2       4       8       4       2      36      71     139      80      43 
   300    380       0.285   1025     22    173        6      15      26      17      18       1       3       6       3       3       2       6       8       8       3      41      74     125      89      52 
   300    390       0.246   1017     16    181        6      16      20      14       7       0       2      10       5       1       2       4       9       6       4      34      46      89      66      48 
   300    400       0.211    962     30    148        9      10      14      16      12       3       0       2       1       1       2       6       9       2       2      22      48      82      55      46 
   310    140      41.920    961    208    251      100     233     230      72      23      20      53      70      13       4      25      48      51      18       8      28      51      69      23       8 
   310    150      30.680   1059    201    290      106     222     243      88      35      20      71      48      16       6      18      54      55      16       7      25      70      81      27       8 
   310    160      22.920   1219    217    335      105     238     245      92      21      29      48      50      25       3      23      52      58      12       8      37      81      76      33      18 
   310    170      17.510   1295    224    337      117     239     259      71      42      17      65      53      18       7      22      58      52      26       7      42      86     123      32      10 
   310    180      13.530   1348    190    336       87     241     239      82      35      26      58      37      13       3      19      62      59      17       5      37     111     108      50      27 
   310    190      10.680   1533    185    358       80     182     212      84      29      15      54      43      14       5      19      53      73      23       4      50     104     146      49      17 
   310    200       8.364   1575    165    385       75     171     200      79      25      14      61      49      16       6      23      51      64      26      10      63     104     153      63      25 
   310    210       6.632   1537    170    348       75     143     195      74      29      17      37      34      20       9      22      42      54      22      12      65     104     134      71      38 
   310    220       5.240   1601    126    355       52     114     180      74      26      11      28      31      22       7      17      44      59      19      12      51     109     149      80      35 
   310    230       4.245   1501    117    341       39     107     139      71      20      11      28      27      19       2      20      39      41      20      11      60     116     161      88      43 
   310    240       3.401   1410    105    355       35      78     137      55      24      12      24      29      19       5      19      40      44      22       7      72     109     157      87      41 
   310    250       2.792   1378    104    349       37      80     140      46      20      16      23      45      18       3      12      40      50      17      11      75     115     152     102      45 
   310    260       2.292   1346     80    275       29      49      93      55      27       6      23      28      19       4      14      27      44      24      10      59     104     192     101      47 
   310    270       1.884   1308     68    253       24      46      82      36      22       8      12      27       9      12      12      24      29      22      14      63      93     183     111      53 
   310    280       1.558   1311     46    265       16      34      58      26      20       7      16      26       9       3      11      21      33      16       6      63     102     186     114      48 
   310    290       1.274   1243     47    227       12      37      49      19      16       7      13      19       8       5      12      14      26      13       4      55     127     195     119      57 
   310    300       1.059   1252     41    225       23      32      47      46      14       7       9      13       7       7       8      16      28      17       4      65     123     180     109      66 
   310    310       0.891   1115     34    209       13      25      49      30      13       2      12      12       4       3      12      22      27      10      10      59     118     162     104      64 
   310    320       0.742   1124     32    199       10      37      42      28      11       2       7      17       9       4       5      14      11      11       2      56      77     193     109      52 
   310    330       0.629   1146     28    202       17      25      23      34      19       5       9      19       8       2       8       7      17      14       2      51      79     157     113      56 
   310    340       0.534   1100     29    180       10      26      36      20      15       4       6       7       5       2       6      14      16      17       8      54     106     168     113      62 
   310    350       0.452   1038     29    171       11      17      32      24      10       2       4      17       7       1       9      11      13      11       5      38     101     153     103      51 
   310    360       0.382    969     21    155       11      20      28      17      16       2       3       7       6       1       6       6      16       6       7      50      82     142      90      45 
   310    370       0.326    995     20    158        6      21      23      24      10       3       0       4       5       3       3       9      10       8      10      32      69     138      82      47 
   310    380       0.283   1000     19    190        7      12      24       9       8       1       3       4       5       0       2       4       9      17       5      44      86     129      78      42 
   310    390       0.241   1006     14    157       10      15      27      16      11       1       5       4       3       2       3       3       6       8       6      24      67     101      72      55 
   310    400       0.207    924     20    169        4      19      24      16      11       2       1       6       2       5       2       5       8       8       4      44      64     122      88      51 
   320    140      40.450    951    187    288       82     222     247      90      22      11      45      49      22       4      15      50      57      19       4      30      58      70      20       9 
   320    150      29.710   1017    192    270       99     219     282     115      26      28      74      53      14       3      26      50      58      16       8      34      72      83      32      10 
   320    160      22.070   1151    207    289       90     241     248      75      34      30      56      74      20       6      25      69      62      18       4      41     104      93      29       8 
   320    170      16.980   1246    225    344       97     221     243      84      27      28      71      50      21       2      27      57      59      27       5      48      89     101      36      19 
   320    180      13.220   1380    202    387       93     234     223      84      33      13      59      57      15       0      33      68      72      24       5      56     104     122      31      20 
   320    190      10.220   1458    196    370       79     197     242      99      33      17      40      62      12       2      35      59      73      17       9      53     128     128      50      23 
   320    200       8.005   1529    205    340       84     165     219      87      33      16      42      45      17       3      20      59      68      11       7      61     113     143      75      15 
   320    210       6.435   1537    188    368       62     149     177      77      24      12      50      46      22       8      23      51      54      25      18      57     119     163      58      28 
   320    220       5.084   1559    145    389       50     112     165      80      22      19      33      51      16       4      21      48      47      19       2      51     133     152      55      27 
   320    230       4.096   1555    120    362       40     113     128      76      25      10      31      38      18       2      25      37      44      20      14      54     117     186      85      30 
   320    240       3.345   1563    113    332       45      85     128      59      26      10      33      35      17       2      22      36      50      22      10      58     122     150      98      25 
   320    250       2.752   1476    103    320       43      91     120      64      27       9      31      43      13       2      17      34      37      27       7      70     113     173      85      35 
   320    260       2.229   1438     90    348       25      74     114      49      19      11      19      24      13       4      11      26      42      19       5      60     107     175      89      42 
   320    270       1.844   1373     62    325       31      59      87      48      26       9      28      40       9       6       9      28      34      14       9      68     123     184     108      37 
   320    280       1.503   1317     55    294       24      38      71      34      22       4       9      18      10       5      13      25      30      13       4      66     107     193     101      68 
   320    290       1.254   1245     50    251       16      43      58      36      14       3      15      19       6       3       9      19      23      19       3      53     124     176     103      58 
   320    300       1.046   1191     38    243       23      26      65      25      21       7      13      13       8       4       8      16      20      16       5      58     109     186     114      61 
   320    310       0.883   1145     41    180       12      41      38      20      17       4       7      11      10       5       7      15      27      21       6      61      95     188     130      56 
   320    320       0.737   1139     50    179       14      30      35      22      17       4      15      15       9       4       8      17      16      19       5      53      98     168     128      59 
   320    330       0.611   1057     33    209       12      23      36      20      11       2       6      19       6       4       7      19      21      11       4      49     102     195     134      48 
   320    340       0.522   1088     32    198        9      24      29      17      17       3       3      10       7       4       3       9      18       8       6      52     105     146      99      54 
   320    350       0.441   1078     31    210       11      32      27      22      15       3       6      11       6       4       3       6      13       8       6      48      76     133     106      65 
   320    360       0.378   1059     34    171        5      20      31      21      14       4       6      12       7       4       5       4      18      13       6      49      93     135     108      60 
   320    370       0.320   1013     26    144       13      15      27      17       8       0      10      12       5       1       2      12       9       6       5      45      72     141     111      58 
   320    380       0.273    967     20    171        7      14      18      20      12       2       5       5       4       5       4       7      11       7       8      38      65     135      92      66 
   320    390       0.238    924     24    178        5      12      20      11      11       3       1       2       4       1       2       7      10       4       3      41      64     111      78      59 
   320    400       0.203    934     21    175       11      12      24      13       8       1       7       7       3       1       2       8       7       3       3      35      72     124      77      52 
   330    140      38.820    923    231    248       78     191     249     102      43      23      53      51      19       6      25      46      42      15       5      26      42      53      23      10 
   330    150      28.730   1055    243    293       87     218     243      98      27      17      55      57      18       7      23      49      62      14       6      34      56      94      21      15 
   330    160      21.450   1170    213    328      100     240     259      90      23      18      47      54      26       3      28      55      71      15       4      49      75     100      41      15 
   330    170      16.500   1319    183    335       88     259     265      93      25      22      53      66      16       6      25      53      65      25       5      42      97     110      39      13 
   330    180      12.850   1366    186    350       98     255     216      88      30      26      69      66      17       7      27      74      68      26       6      57     112     134      42      21 
   330    190       9.974   1498    202    420       97     200     232      83      19      24      50      64      24       5      23      75      75      20      12      48     113     127      35      14 
   330    200       7.820   1554    186    409       92     209     203      83      21      17      60      60      11       6      33      63      58      20       6      39     116     152      62      20 
   330    210       6.235   1604    169    374       90     172     195      91      27      14      32      52      24       3      30      53      63      22      10      80     127     156      64      28 
   330    220       4.977   1606    129    409       80     150     169      84      26      14      35      39      15       4      28      50      66      27       7      73     118     172      80      34 
   330    230       4.011   1638    128    368       59     126     157      67      20      22      31      43      18       6      19      41      51      19       9      65     122     175      86      28 
   330    240       3.287   1587    145    342       60      88     129      58      18      13      33      30      11       8      14      37      51      18       6      55     116     164      72      35 
   330    250       2.631   1531    118    392       42      89     132      65      22      10      30      33      15       6      18      36      41      23       6      62     103     177      68      32 
   330    260       2.189   1453    100    349       39      74     101      53      17      11      19      25      14       3      19      26      42      30       9      65     121     160      84      44 
   330    270       1.798   1451    104    369       39      82      97      47      27       4      18      33      13       3       7      26      36      21       3      56     119     164      68      31 
   330    280       1.495   1398     85    304       24      51      75      50      17      12      17      16      19       5       6      29      38      18       5      67     103     192     103      47 
   330    290       1.230   1280     46    281       14      32      46      39      24       5      17      29       8       2       6      12      25      14       7      60     109     178      99      51 
   330    300       1.023   1234     46    266       14      30      57      31      20       4      11      14      12       3       9      13      25      15       8      73     133     185     130      57 
   330    310       0.852   1183     40    213       17      21      37      21      13       3      12      18       7       5       8      18      30      17       3      69     105     180     104      61 
   330    320       0.714   1182     34    217       13      25      44      21      15      10      11      13       5       5      11      14      25      14       8      59     102     181      93      47 
   330    330       0.610   1072     30    258       16      27      48      27      11       5       7      21      10       1      10      13      22      13       5      62     106     166     110      57 
   330    340       0.506   1093     27    215       14      18      31      30      14       3      14      11       4       1       3      13      20      14       5      61      83     160     125      53 
   330    350       0.429   1039     27    196        6      25      24      24      13       4      10      13       5       3       6       9      17      12       3      53     110     165     117      63 
   330    360       0.370   1082     32    191       11      17      21      24      15       3       6       5       9       1       5       9      11       9       4      44      78     129     116      53 
   330    370       0.313    953     22    170       10      15      30      26       7       2       5       8       7       2       8       6       9       7       3      57      69     142      96      69 
   330    380       0.270   1024     20    156       12      13      21      20      10       0       5       5       4       3       2       7       8       6       2      45      77     126     100      59 
   330    390       0.230    956     17    164        2       8      35      16      16       3       5       2       7       3       1       7      15      11       4      50      72     129      86      50 
   330    400       0.198    915     21    166        6      14      19      10      17       1       4       9       3       2       2       4      10       6       4      47      70     120      79      45 
   340    140      37.770    917    163    259       95     220     273      91      29      18      47      48      24       4      14      56      52      18       2      27      52      63      29      12 
   340    150      27.640   1073    197    294       87     233     237     106      39      27      52      61      19       6      21      42      52      20       5      26      65      62      26      14 
   340    160      20.880   1105    200    336       84     242     242      98      29      27      53      54      21       6      31      69      60      32       9      34     102     103      32      14 
   340    170      15.970   1261    241    350      103     252     240      79      30      21      67      55      27       7      24      79      61      18       8      37      84     103      36      14 
   340    180      12.350   1383    197    369       89     229     229      74      23      24      79      55      16       5      25      82      62      22       8      43     127     135      58      17 
   340    190       9.616   1490    212    377       92     194     231      78      36      26      65      58      21       8      24      65      50      15       9      60     113     139      45      19 
   340    200       7.576   1602    183    387       84     197     244      84      36      24      73      61      28      10      24      82      59      22       5      54     105     155      50      14 
   340    210       6.037   1608    170    326       81     182     204      79      30      10      47      56      13       5      23      59      76      21       4      64     129     176      55      32 
   340    220       4.856   1665    146    411       64     152     174      68      21      21      35      43      25       5      16      45      59      37       8      64     121     190      71      31 
   340    230       3.875   1608    148    391       60     123     146      76      24      24      39      45      15       4      14      41      65      30      12      66     128     160      86      26 
   340    240       3.147   1617    145    402       52      84     138      72      24      16      24      37      11       2      16      38      49      23      10      64     110     166      60      28 
   340    250       2.598   1498    128    350       37      87     125      68      15      12      31      38      15       7      21      39      52      19      11      52     105     162      80      32 
   340    260       2.124   1476    123    375       35      87     112      59      22      13      22      22      13       3       9      29      43      11      13      51     120     154      83      47 
   340    270       1.740   1520    112    346       29      67     117      68      36      10      23      23       8       6       5      40      29      21      10      48      96     134      68      36 
   340    280       1.448   1483     93    385       30      57     120      64      17       8      28      18      17       6      22      24      36      12       5      65     126     158      71      34 
   340    290       1.199   1371     53    324       26      66      86      41      14       2      21      21      16       7       9      27      23      22       4      68     104     189      83      48 
   340    300       1.004   1237     42    246       18      34      64      30      10       5      19      14       4       3       8      14      37      21       7      47     107     200     119      54 
   340    310       0.838   1164     35    214       19      34      45      35      21      10      10      13       6       4       9      13      25      11       6      66     121     170     114      66 
   340    320       0.694   1122     45    210       11      20      38      36      15       7       3      14       8       5       7      17      23      12       7      61     110     200     110      52 
   340    330       0.589   1188     31    211       15      29      45      31      14       1      17      18       7       1       5      13      21       8       6      67     100     180     106      59 
   340    340       0.498   1141     29    221       11      25      37      23      15       6       8       9       9       5       5      12      19      10       9      46      99     179     122      51 
   340    350       0.423   1060     26    183       13      22      24      24      11       3       4       8       6       5       8      14      22      12       2      44      95     209     113      68 
   340    360       0.360   1042     24    181        6      14      26      25       9       7       4      10       6       6       4       5      17      11       5      43     100     159      94      62 
   340    370       0.304   1046     28    152        8      12      30      18      15       5       5      10       4       3       4      10      16       5       6      57      90     161     107      75 
   340    380       0.263    978     28    179        9      13      24      14       5       2       3       7       8       5       3      13       9       6       2      49      80     139      76      58 
   340    390       0.229    928     22    174        6      12      20      11      10       1       4       4       5       1       4       7      17       9       4      39      72     140      90      61 
   340    400       0.197    931      9    165        4      11      22      15      10       4       3      11       5       1       6       6       9       9       9      45      71     135      80      49 
   350    140      36.410    909    185    247       76     191     283      82      26      18      43      62      27       8      20      45      56      17      10      23      53      80      29      12 
   350    150      26.920   1008    195    289       75     193     264      96      34      21      67      67      30       4      22      45      46      31       6      36      76      93      35      17 
   350    160      20.060   1052    200    313      107     227     275      81      39      29      46      59      25       8      15      53      52      28       9      41      75      96      35      15 
   350    170      15.430   1247    190    328       92     238     235      83      27      24      71      67      22       6      24      56      67      24       9      51      85     101      36      24 
   350    180      11.950   1405    202    363       92     237     230      87      33      19      60      69      24       5      27      67      74      23       3      58      99     132      51      16 
   350    190       9.182   1469    222    416       98     213     250     104      28      16      54      44      23       4      35      61      72      30       5      59     103     136      48      21 
   350    200       7.349   1520    205    395       93     197     193      75      32      23      49      43      14       9      30      68      63      26       6      68     144     157      57      22 
   350    210       5.898   1574    171    411       85     204     213      73      28      25      61      49      11       3      16      58      75      26       6      68     137     174      70      33 
   350    220       4.684   1695    180    432       60     167     160      58      38      17      57      52      15       8      25      53      67      21       6      72     137     163      77      36 
   350    230       3.793   1605    160    393       60     125     183      69      21      19      48      29      16       2      20      51      50      19       3      58     129     200      75      32 
   350    240       3.014   1626    120    412       58     115     145      68      19      11      26      46      15       9      12      49      52      16      12      60     101     188      88      38 
   350    250       2.520   1570    111    439       60     109     154      78      30      14      26      36       8       5      12      42      45      19       4      65     116     189      78      35 
   350    260       2.050   1506    108    390       32      83     142      57      21      11      36      32      15       5      12      40      42      18       7      53     119     168      83      46 
   350    270       1.706   1499    101    379       36     105      89      45      20      15      13      29      11       2      16      24      40      23       9      55     114     157      73      40 
   350    280       1.403   1464     84    363       32      70      91      44      21       9      15      26      14       4      18      22      44      15       7      53     101     142      82      46 
   350    290       1.183   1504     66    333       34      62      72      48      25      10      20      19      10       2      21      17      38      14       5      56     101     158      79      31 
   350    300       0.987   1332     75    283       21      52      81      35      16       5      15      21       9       8      12      16      33      21       4      62     109     161     111      54 
   350    310       0.825   1271     41    239       18      41      47      32      17       6      14      17      11       3       9      12      29      15       9      69     125     179     101      53 
   350    320       0.687   1193     45    239       10      37      44      23      16       5      14      15       3       5      14      10      25      15       5      75     123     168     113      51 
   350    330       0.588   1137     41    239       25      22      46      31      14       4       8      14       2       7      14      16      28       8      11      61     114     206     112      68 
   350    340       0.489   1151     27    219       14      25      33      22       6       6       7      12      13       4      13      11      14      14       4      62     109     192     113      74 
   350    350       0.416   1092     39    207        3      24      32      26       9       2       6       5       8       3       2       7      18       7       7      70     101     155     132      55 
   350    360       0.352   1100     30    192       13      26      23      19      11       5       8       7       7       2       4       8      15       9       1      54     107     165      91      53 
   350    370       0.302    991     26    194       10      24      30       7       9       2       4       9       9       3       7       7      13       5       6      54      83     151     121      54 
   350    380       0.259    981     19    186        3      20      22      16       9       0       3      10       1       2       2      12      15       3       2      56      72     151      89      50 
   350    390       0.222    986     12    187        6      14      26      14       5       3       3       7       8       3       3      12      17       9       2      50      64     137     106      49 
   350    400       0.193    938     17    168        2       9      13      19       9       1       2       2       4       1       5      10       8       6       4      30      73     124      82      55 
   360    140      35.300    904    175    248       79     182     241      97      45      19      35      43      26       7      24      42      58      19       7      25      55      58      25      10 
   360    150      25.800    977    203    279       78     231     259     102      21      22      50      63      20      10      22      49      57      22       7      33      60      93      28      14 
   360    160      19.630   1088    212    289       77     208     237     103      33      19      52      55      19       7      33      57      63      21       8      37      79      94      38      10 
   360    170      14.880   1272    193    336       82     253     241      94      32      18      68      50      20       6      28      60      74      21       7      37      97     111      38       6 
   360    180      11.560   1381    210    377       96     221     218      79      23      31      52      74      18      10      24      65      53      19       8      50     112     119      45      18 
   360    190       9.005   1525    189    390       89     234     198     107      24      29      68      56      21       7      27      62      66      15       3      47     126     148      50      17 
   360    200       7.236   1580    216    413       88     236     246      75      25      25      58      55      14       3      29      56      76      15       8      58     117     151      75      24 
   360    210       5.680   1621    165    439       72     198     209      77      20      21      43      67      16       2      30      59      88      22       6      76     132     160      49      24 
   360    220       4.583   1675    177    403       80     172     194      68      20      18      41      50      15       8      27      55      69      33       5      65     122     159      68      22 
   360    230       3.684   1644    153    422       63     132     209      59      31       9      37      52      21       5      25      38      50      25      11      59     140     178      66      23 
   360    240       3.000   1636    139    389       51     118     161      60      29      22      49      44      14       8      21      45      43      23      14      73     153     186      79      32 
   360    250       2.453   1578    140    443       44     103     136      49      35      14      33      39      12       5      12      59      43      27       8      53     130     186      72      30 
   360    260       2.001   1521    128    403       43      93     125      67      17      11      28      33      15       6      11      37      56      16       5      57     124     169      94      38 
   360    270       1.669   1545    104    385       40      83     129      59      18      10      24      33      17       8       4      24      52      10      14      66     107     152      66      43 
   360    280       1.375   1463     90    394       40      50     104      55      19       7      19      17      16       3       8      28      35      16      11      58     115     174      97      32 
   360    290       1.147   1471     80    368       31      79      79      47      17       5      16      17      13       6      10      29      33      16       3      58     101     159      88      36 
   360    300       0.956   1461     78    362       35      52      77      37      20       9      18      21      10       4       7      18      33      12       1      57     108     157      91      31 
   360    310       0.805   1303     67    287       13      44      51      36      15       7      13      17       7       3       7      11      20       9       9      55     113     164     117      39 
   360    320       0.672   1237     44    278       14      34      45      23      16       6      14      19       8       3      16      11      22      14      13      56     125     185      92      54 
   360    330       0.563   1254     36    245       17      32      35      27      15       6       6      15       9       4       5      18      25      14       6      70     114     187     122      53 
   360    340       0.482   1207     40    244       17      29      34      30      12       3       9      15       8       3       7      22      29       6       5      49     120     220     100      45 
   360    350       0.408   1159     40    216       13      20      43      20      21       4      11       8       8       5       6      15      21      18       5      71     103     171     104      65 
   360    360       0.349   1085     37    214       16      24      33      21      15       3       7      14       7       5       5      13      18      11       3      59      99     174      96      59 
   360    370       0.294    992     30    197       18      16      29      15      13       3       8       8       8       7       3       5      16      11       4      44      91     168     108      76 
   360    380       0.253   1014     21    171       17      12      36      18       7       2       5       6       3       3       5       4      17      10       5      48      87     188     102      65 
   360    390       0.219    961     22    167        6      16      16      18      10       3       9       9       4       6       1       4       9       7       6      54      87     156     114      71 
   360    400       0.190    929     25    161        7       7      29      16      13       2       3      10       5       1       4       5       8       6       1      51      77     141     102      60 
   370    140      33.860    905    175    260       70     166     238      95      34      23      53      63      23      10      22      38      64      16       9      26      56      84      32      10 
   370    150      25.070   1002    218    257       91     176     275     101      19      18      44      63      26      11      21      54      67      26      14      41      69      99      32      16 
   370    160      18.780   1083    215    308       88     223     250     109      21      23      53      53      24       6      24      55      57      26       8      32      84     104      41      12 
   370    170      14.570   1267    217    351      111     221     232      83      27      21      54      61      18       5      38      74      71      23      13      46      95     100      45       8 
   370    180      11.160   1354    209    373       80     240     231      99      22      22      53      54      15       1      37      60      82      24      11      49     101     147      38       9 
   370    190       8.722   1445    189    404       88     243     215      76      29      22      58      55      19       8      25      66      64      18       3      62     127     130      61      18 
   370    200       6.954   1505    196    447      103     201     226      94      34      34      61      65      18       5      25      60      59      16       5      56     142     171      51      21 
   370    210       5.480   1599    174    440       79     205     195      73      25      20      51      46       9       8      25      54      52      17       7      75     120     164      68      23 
   370    220       4.422   1629    183    410       67     174     194      83      24      15      55      50      17       3      19      69      77      27      13      57     144     167      75      27 
   370    230       3.601   1741    167    399       57     142     153      81      28      19      43      52      20       4      19      56      55      17       4      59     137     164      81      26 
   370    240       2.908   1686    153    424       56     125     162      66      26       9      32      50      15       9      22      42      45      25       8      74     139     173      88      25 
   370    250       2.373   1595    132    401       33     127     140      66      23      12      37      37      18       3      20      49      54      18       8      68     151     205      82      35 
   370    260       1.963   1549    130    426       41     108     140      67      27      15      31      37      13       3      13      33      53      18       4      72     159     184      76      35 
   370    270       1.629   1546    121    432       34      91     138      52      18      13      27      24      20       8      18      28      32       7       8      57     106     178      79      38 
   370    280       1.331   1511     92    387       37      83     115      50      26       7      20      23      11       2      13      30      34      23       3      47     122     160      95      36 
   370    290       1.121   1508     78    360       30      61      92      54      20       6      12      26       9       2      11      20      33      15       9      67     118     150      83      42 
   370    300       0.935   1438     85    318       27      59      70      30      17       5      20      21       5       3       7      19      39      17       7      47     108     177      92      38 
   370    310       0.786   1458     73    346       28      41      83      47      13       7      11      26      10       4       4      21      29      14       7      49     102     148      89      33 
   370    320       0.657   1295     46    247       28      27      52      35      10       7      10      17       8       4       5      10      28      17       4      54      91     170     116      53 
   370    330       0.562   1348     44    282       20      47      39      20      16       2      13      20       6       0       8      15      30       8       6      56     108     166     104      57 
   370    340       0.467   1262     48    265       16      28      46      25      13       6      11      18       5       5       5      11      26      13       4      64     100     179      89      61 
   370    350       0.401   1154     30    256       17      25      51      19      14       1      10      17       4       4       3      14      20      10       7      62      95     173     128      49 
   370    360       0.342   1056     26    226        9      18      36      21      10       2       7       7       8       1       7       9      28       9       6      63     104     173     137      61 
   370    370       0.291   1062     30    186        6      21      33      15      12       3       6       8       6       2       8      12      17      12       5      54      88     184      92      77 
   370    380       0.250    961     22    214        3      17      15      12       8       0       6      11       6       4       5       7      19      10       3      48      97     160      97      69 
   370    390       0.215    998     25    169       11       8      27       9      10       2       8       3       7       3       7       7      14       4       6      39      71     156      99      59 
   370    400       0.185    950     15    161       10      20      29      10      10       5       5      10       7       6       5       4      15       9       3      39      84     162      89      58 
   380    140      33.060    892    193    259       83     191     234     110      30      17      46      68      22       9      25      66      63      25       6      19      60      88      32       6 
   380    150      24.480   1047    215    269       86     183     264     108      33      20      40      49      18      12      18      44      63      30       8      34      52     103      40      16 
   380    160      18.180   1131    188    282       74     186     244     105      28      26      57      56      22       3      35      65      61      26       8      40      85      87      47      21 
   380    170      13.850   1233    205    354       88     216     237      94      16      13      57      68      28       5      26      67      69      27       9      34     109     127      37      20 
   380    180      10.920   1334    203    394       79     214     215     107      37      20      60      50      25       6      23      81      63      14      14      41     114     147      39      27 
   380    190       8.642   1426    203    407       80     190     237      78      26      26      62      58      20       7      28      70      71      18       5      61     126     137      46      23 
   380    200       6.701   1530    183    416       72     185     227      84      25      17      60      59      12       7      22      61      76      34       9      56     141     164      54      13 
   380    210       5.411   1645    176    413       93     229     228      72      26      17      60      44      12       3      21      69      67      13       7      64     152     166      52      17 
   380    220       4.339   1626    170    438       59     186     190      60      19      15      52      57      17       5      20      61      79      26       6      70     152     188      62      32 
   380    230       3.504   1637    170    452       82     173     199      66      28      14      47      35      10       4      14      63      57      24       7      67     133     197      72      24 
   380    240       2.823   1594    169    405       56     159     206      72      32      25      38      45      19       3      12      53      60      24       6      86     150     169      95      36 
   380    250       2.318   1633    157    382       50     135     165      71      24      17      41      49      19      10      17      45      55      24       9      70     128     185      77      35 
   380    260       1.912   1685    112    410       48      92     144      65      23       8      37      34      15       3      23      38      50      24       9      51     125     217      78      23 
   380    270       1.561   1626    116    405       38      96     150      57      18      10      29      28      20       6      12      45      47      15       5      62     106     160      72      28 
   380    280       1.310   1526    103    386       35      80      97      54      18       7      21      24      17       4      14      22      46      14       5      59     136     180     102      38 
   380    290       1.088   1540     99    351       19      82      95      37      22       6      12      22       9       6      10      29      29      15       7      71     124     145      92      45 
   380    300       0.912   1440     78    336       31      68      95      36      18       4      15      30      13       3       8      21      18      19       5      64     107     170      90      49 
   380    310       0.766   1439     59    359       30      50      76      46      21       6      18       9       9       5      10      13      19      10       2      46     116     162      86      33 
   380    320       0.647   1400     69    297       20      45      73      47      23       6      16      15      10       2       6      16      26      12      11      59     102     167      86      38 
   380    330       0.546   1514     52    362       25      46      85      43      13       4       9      14       6       9       7      18      19      12       9      60     114     166     106      48 
