m0_binning   50  10  500  10
m12_binning  26  100  350  10
NscanPoints  1300
    m0    m12      Xsec     nsel    n_a    n_d     sb     slsb     slsig
   260    170      21.620    308     79     70    371     78     71
   260    180      16.660    341     90     59    384     73     80
   260    190      12.680    416    105     84    310     67     95
   260    200       9.927    431     84    111    327     87    104
   260    210       7.862    471     87    103    318     81    112
   260    220       6.204    485     93    105    277     74    118
   260    230       4.927    493     72    118    250     84    147
   260    240       4.009    514     65     93    246    103    140
   260    250       3.216    500     68    102    199     93    138
   260    260       2.626    518     70     92    198     83    156
   260    270       2.157    489     61    100    183     68    143
   260    280       1.739    457     52    104    198     67    144
   260    290       1.446    523     49    123    168     68    150
   260    300       1.196    660     56    133    230     73    173
   260    310       0.991    679     58    156    203     63    177
   260    320       0.841    672     68    162    226     52    168
   260    330       0.695    695     43    169    208     54    184
   260    340       0.588    680     52    158    176     59    183
   260    350       0.495    697     53    149    190     52    168
   270    100    2253.000      3      3      0      8      0      1
   270    110     210.400     21     12      7     34     11      3
   270    120     117.000     30     39     12     81      8      5
   270    130      76.070     46     37     19    135     22      7
   270    140      53.110     92     51     20    174     24     18
   270    150      37.920    231     93     65    318     58     46
   270    160      28.040    264     90     79    356     78     64
   270    170      21.130    328     80     84    327     93     72
   270    180      16.050    371     82    100    360     96     91
   270    190      12.210    402     91    105    327     86     99
   270    200       9.653    445     82    101    325     85    118
   270    210       7.579    479     73    100    283     85    111
   270    220       6.093    495     79     92    312     81    136
   270    230       4.859    498     78     98    294     84    140
   270    240       3.918    545     79    114    257     72    136
   270    250       3.155    516     82    122    227     85    150
   270    260       2.568    526     77    107    188     77    146
   270    270       2.113    531     72    113    211     64    170
   270    280       1.710    516     47    100    163     47    158
   270    290       1.423    464     45    102    212     45    177
   270    300       1.166    652     70    182    241     66    180
   270    310       0.978    655     77    169    194     72    174
   270    320       0.823    734     70    147    206     54    185
   270    330       0.679    695     65    169    195     66    188
   270    340       0.577    690     47    161    190     53    177
   270    350       0.484    687     49    173    185     46    164
   280    100    1983.000      1      7      0      9      1      0
   280    110     197.000     31     12      7     34      6      3
   280    120     111.500     30     22     12     92     22      5
   280    130      72.710     69     41     15    136     27     13
   280    140      51.050     91     52     28    200     18     15
   280    150      36.530    242    109     70    368     92     55
   280    160      26.880    265    113     76    351     86     62
   280    170      20.420    318     97     88    349     89     85
   280    180      15.450    350     86     87    364     82     80
   280    190      12.000    412     95    108    341     71    113
   280    200       9.345    421     76     99    325     88    107
   280    210       7.353    491     71    105    309     87    138
   280    220       5.940    500     84    119    275     90    147
   280    230       4.717    544     81    119    275    102    162
   280    240       3.809    541     66    109    273     80    181
   280    250       3.052    516     62    103    255     85    161
   280    260       2.502    559     64    110    224     66    174
   280    270       2.039    485     70    112    199     66    176
   280    280       1.678    530     48    103    173     58    183
   280    290       1.376    488     48     82    157     66    153
   280    300       1.150    720     70    152    200     75    179
   280    310       0.953    733     73    164    219     58    200
   280    320       0.794    677     73    161    230     57    187
   280    330       0.662    651     68    161    232     55    197
   280    340       0.565    701     50    156    211     55    193
   280    350       0.478    706     48    158    200     49    180
   290    100    1664.000      2      4      2      7      0      0
   290    110     185.300     19      6      4     45      6      4
   290    120     107.000     29     24     17     94     14     12
   290    130      70.720     59     47     16    125     28      8
   290    140      49.180     82     44     29    149     30     10
   290    150      35.530    113     68     36    236     34     17
   290    160      25.950    241    102     77    362    113     83
   290    170      19.660    314    103     78    366     95     87
   290    180      15.130    360     96     95    410    118     81
   290    190      11.580    408     86    114    340     87    118
   290    200       9.091    454     94    123    374     83    134
   290    210       7.139    526     88    113    319    106    130
   290    220       5.757    497     83    127    285    105    162
   290    230       4.588    540     73    112    298     90    161
   290    240       3.724    545     78    100    275    105    190
   290    250       3.020    504     70     94    235     82    195
   290    260       2.444    559     82    114    233     83    177
   290    270       1.989    512     53    105    221     92    189
   290    280       1.630    511     43    115    192     70    182
   290    290       1.359    547     50    108    158     79    179
   290    300       1.120    727     65    169    252     63    190
   290    310       0.929    721     66    177    227     65    199
   290    320       0.776    723     52    159    216     63    212
   290    330       0.654    706     70    179    212     59    206
   290    340       0.548    690     55    167    176     43    205
   290    350       0.468    760     44    171    202     52    180
   300    100    1343.000      2      6      0     16      0      0
   300    110     173.400     23     10      7     37     13      3
   300    120     102.700     29     28     15     75     12      3
   300    130      67.840     63     36     19    141     22     10
   300    140      47.080     91     45     33    147     24     12
   300    150      34.300    129     54     34    207     36     26
   300    160      25.050    263     96     68    380     83     68
   300    170      19.090    299    122     96    396     98     84
   300    180      14.370    355    106     92    357    102    103
   300    190      11.170    400     84    129    349     99    107
   300    200       8.777    443    110    105    329    116    120
   300    210       6.931    475     85    105    344    104    130
   300    220       5.502    570     88    108    325     97    121
   300    230       4.425    529     80    100    320     87    135
   300    240       3.625    526     89    117    290     93    188
   300    250       2.935    573     82    124    251    101    177
   300    260       2.361    543     88    121    257     91    179
   300    270       1.960    562     71    122    223     92    203
   300    280       1.611    517     55    141    232     67    197
   300    290       1.330    684     78    147    257     59    206
   300    300       1.103    720     71    164    242     86    203
   300    310       0.921    751     67    163    212     59    208
   300    320       0.761    726     64    145    218     68    219
   300    330       0.642    714     62    177    199     60    208
   300    340       0.547    701     69    170    198     59    201
   300    350       0.458    697     55    146    167     54    210
   310    100     989.800      3      6      0     14      2      0
   310    110     165.000     22     23     15     65     14      1
   310    120      98.210     40     27     14     72     11      8
   310    130      64.510     65     46     14    125     26     10
   310    140      45.590     67     52     22    147     32      9
   310    150      32.850    130     53     39    174     37     26
   310    160      24.380    155     86     43    236     34     26
   310    170      18.210    313    111     84    388    114     86
   310    180      14.070    352     94     85    402    128     95
   310    190      10.830    424    109    111    357     96    120
   310    200       8.587    488    105    113    375     90    123
   310    210       6.736    528     97    121    339     88    138
   310    220       5.415    516     92    120    308     91    139
   310    230       4.298    565     78    132    298     78    155
   310    240       3.547    577     90    137    276    107    182
   310    250       2.848    537    110    143    265     86    174
   310    260       2.339    582     73    122    236    105    197
   310    270       1.904    554     59    126    242     75    199
   310    280       1.562    541     65    130    215     78    210
   310    290       1.297    681     89    148    239     80    210
   310    300       1.061    708     70    173    253     97    178
   310    310       0.904    677     72    173    235     82    208
   310    320       0.750    720     62    166    231     74    204
   310    330       0.629    672     61    150    213     55    221
   310    340       0.532    701     62    171    215     62    199
   310    350       0.453    742     51    148    191     63    218
   320    100     659.400      6      4      2     18      0      1
   320    110     154.900     19     26      7     65      6      6
   320    120      94.050     38     21      9     82     12     15
   320    130      62.320     69     43     12    139      8     11
   320    140      43.960     85     57     27    169     30     10
   320    150      31.800    120     64     34    202     31     23
   320    160      23.570    140     60     35    251     38     39
   320    170      17.790    227    130     78    360     63     50
   320    180      13.410    355    112     81    391    125    112
   320    190      10.430    397    115    117    371    118    144
   320    200       8.211    444    115    112    350    127    132
   320    210       6.530    499    105    132    393    121    153
   320    220       5.237    523     87    110    313     94    143
   320    230       4.241    552     80    128    320     99    154
   320    240       3.424    590     96    129    315    103    171
   320    250       2.794    547     83    126    280     84    180
   320    260       2.276    581     86    142    260     94    206
   320    270       1.871    556     72    128    219     85    196
   320    280       1.524    521     55    114    200     96    236
   320    290       1.261    694     84    152    281     87    217
   320    300       1.051    711     75    184    269     82    205
   320    310       0.876    729     58    168    237     91    222
   320    320       0.744    727     71    167    217     71    233
   320    330       0.624    709     58    198    194     66    175
   320    340       0.523    758     67    151    161     71    215
   320    350       0.445    739     40    159    177     55    220
   330    100     472.300      7      7      2     24      2      1
   330    110     151.300     23     23     10     60      5      3
   330    120      89.370     38     25     13     84     15      3
   330    130      60.700     59     37     20    119     28     13
   330    140      42.280     85     47     25    154     27     26
   330    150      30.770     96     57     39    194     30     17
   330    160      22.790    160     65     49    238     35     26
   330    170      17.300    213     77     38    251     54     35
   330    180      13.070    316    108     96    397    117    112
   330    190      10.190    434     99     98    409    119    131
   330    200       8.002    422    118    112    383    137    152
   330    210       6.397    513     91    134    368    108    146
   330    220       5.109    527    117    137    343     96    155
   330    230       4.117    536     80    126    319    117    169
   330    240       3.307    571     94    135    304    111    163
   330    250       2.698    512     86    140    263    114    199
   330    260       2.228    537     67    141    254     94    199
   330    270       1.814    573     77    122    270     99    210
   330    280       1.512    557     71    112    217     80    195
   330    290       1.236    707     83    189    246    100    240
   330    300       1.026    727     74    180    256     77    253
   330    310       0.863    746     73    173    243     76    233
   330    320       0.725    813     60    171    209     69    200
   330    330       0.604    763     73    177    203     82    233
   330    340       0.517    740     52    162    201     64    234
   330    350       0.438    767     37    147    162     47    208
   340    100     379.900     12     12      8     30      5      1
   340    110     142.000     27     33     10     91     11      2
   340    120      86.390     43     18      7     80     12      8
   340    130      58.300     52     28     19    116     24      8
   340    140      40.970     71     39     36    196     22     13
   340    150      29.350     80     66     40    231     20     22
   340    160      22.430    156     69     46    232     43     23
   340    170      16.580    180     65     47    275     64     45
   340    180      12.790    263     79     62    330     71     56
   340    190       9.753    381    109    122    422    122    134
   340    200       7.782    452    104    112    389    123    128
   340    210       6.218    494    100    117    363    139    148
   340    220       4.973    527    111    147    350    116    177
   340    230       3.940    585     93    146    319     91    172
   340    240       3.227    585     97    112    294     96    159
   340    250       2.615    565     94    141    272     93    176
   340    260       2.146    571     79    141    261    103    208
   340    270       1.792    562     63    129    222    102    218
   340    280       1.481    535     69    141    248     86    203
   340    290       1.199    733     98    167    276     99    250
   340    300       1.004    805     78    182    258     75    244
   340    310       0.847    737     67    168    243     75    262
   340    320       0.708    784     72    178    229     76    230
   340    330       0.593    711     66    158    220     68    244
   340    340       0.501    770     50    165    191     58    231
   340    350       0.426    757     45    147    192     52    233
   350    100     327.700     15      7      2     34      5      1
   350    110     135.700     25     19      5     90     13      6
   350    120      82.530     34     18      7     66     14      5
   350    130      55.660     66     45     25    127     20     15
   350    140      39.220     73     38     19    154     28     20
   350    150      28.820    115     62     18    183     39     24
   350    160      21.290    139     64     32    214     54     28
   350    170      16.120    167     94     33    267     38     41
   350    180      12.360    221     75     51    302     72     40
   350    190       9.518    412    123    108    427    136    138
   350    200       7.521    486     98    137    360    137    143
   350    210       5.965    520    122    116    334    122    131
   350    220       4.754    513     93    130    364    114    168
   350    230       3.867    534    114    133    317    105    179
   350    240       3.111    567    109    118    334    103    187
   350    250       2.546    573     85    152    280    138    186
   350    260       2.107    580     76    127    258    107    202
   350    270       1.738    585     51    130    226     93    233
   350    280       1.437    602     67    137    228     74    225
   350    290       1.195    738     80    175    264     95    257
   350    300       0.993    767     80    208    256     79    231
   350    310       0.825    752     75    167    251     84    257
   350    320       0.689    791     72    182    201     77    280
   350    330       0.588    767     49    171    214     89    240
   350    340       0.499    796     58    174    203     69    251
   350    350       0.421    760     43    150    179     69    216
   360    100     293.300      5     14      4     25      1      3
   360    110     129.600     26     31      6     81     11      3
   360    120      81.330     42     26     13     72     16      9
   360    130      53.920     51     41     15    120     23     12
   360    140      38.100     88     40     26    174     37     18
   360    150      27.760    105     45     32    188     43     20
   360    160      20.360    146     65     42    234     43     22
   360    170      15.620    171     72     51    253     55     41
   360    180      12.020    214     72     59    267     64     36
   360    190       9.316    282     81     55    279     57     69
   360    200       7.205    493     99    110    405    127    146
   360    210       5.777    471    132    129    370    111    147
   360    220       4.651    487     90    130    345    115    162
   360    230       3.701    567     81    144    353    112    171
   360    240       3.058    559    102    141    335    121    167
   360    250       2.507    557     77    150    330    123    219
   360    260       2.041    557     87    144    267     91    248
   360    270       1.683    602     64    134    248    119    240
   360    280       1.402    604     67    122    221     90    238
   360    290       1.146    756     77    179    274    107    245
   360    300       0.960    727     75    189    226    115    276
   360    310       0.810    779     84    172    250     85    243
   360    320       0.679    751     74    179    214     74    255
   360    330       0.573    745     69    185    216     67    247
   360    340       0.484    773     43    173    198     68    240
   360    350       0.412    767     58    167    180     68    245
   370    100     264.700     14     11      7     52      5      4
   370    110     123.800     37     17      7     81      6      8
   370    120      76.590     36     36     17    102     15      6
   370    130      52.250     65     22     23    112     20     11
   370    140      36.560    103     41     25    166     32     14
   370    150      26.660    117     56     28    185     28     25
   370    160      19.920    126     69     42    220     39     24
   370    170      15.070    170    103     48    248     56     34
   370    180      11.490    236     72     41    257     71     35
   370    190       9.059    267     75     70    307     71     67
   370    200       6.989    470    133    113    403    145    128
   370    210       5.595    478    105    101    379    153    162
   370    220       4.531    512    112    120    367    124    153
   370    230       3.661    533    101    143    358    122    187
   370    240       2.954    527    108    132    332    108    166
   370    250       2.413    611    100    132    296    122    205
   370    260       1.992    570     89    144    267    113    243
   370    270       1.637    590     70    136    268    101    243
   370    280       1.352    601     69    135    208     93    226
   370    290       1.138    734     94    177    286    124    270
   370    300       0.950    823     93    184    265     98    264
   370    310       0.784    748     74    171    231     78    253
   370    320       0.668    783     64    187    196     84    279
   370    330       0.556    773     51    196    199     70    249
   370    340       0.472    803     67    161    232     74    259
   370    350       0.404    752     51    183    197     66    247
   380    100     241.800     23     17      6     54      4      1
   380    110     120.200     33     30     17     79      9      6
   380    120      74.210     45     35     24    101      8      4
   380    130      49.880     88     28     19    119     16     16
   380    140      35.230     90     51     30    177     28     14
   380    150      25.810    118     56     30    185     43     17
   380    160      19.140    124     83     31    218     32     38
   380    170      14.550    154     81     38    228     43     28
   380    180      11.440    191     78     55    280     52     57
   380    190       8.692    237     84     69    279     82     47
   380    200       6.933    289     91     85    344     85     63
   380    210       5.495    523    112    131    404    137    152
   380    220       4.350    550    110    128    357    126    182
   380    230       3.541    525    105    103    333    137    186
   380    240       2.912    522    116    167    372    131    161
   380    250       2.382    549    111    148    296    123    209
   380    260       1.925    646    113    138    329    138    226
   380    270       1.591    667     75    133    308    108    247
   380    280       1.319    652     75    121    218    100    222
   380    290       1.106    733     86    162    285    107    266
   380    300       0.923    743     93    178    263    112    246
   380    310       0.777    803     78    174    239     97    266
   380    320       0.651    808     83    167    232     90    263
   380    330       0.552    778     67    163    210     86    276
   380    340       0.462    728     61    188    212     83    262
   380    350       0.396    745     53    180    173     64    233
   390    100     226.100     17     14      4     49      1      0
   390    110     114.800     25     33     13     79      8      1
   390    120      72.080     52     27     21    107     18      3
   390    130      48.640     50     43     17    117     18     19
   390    140      34.270     96     49     27    175     29     23
   390    150      24.900    121     60     26    208     43     24
   390    160      18.500    139     50     35    214     51     41
   390    170      14.260    171     60     47    242     64     46
   390    180      10.940    170     80     55    278     59     51
   390    190       8.514    255     69     61    280     68     60
   390    200       6.650    271     82     80    316     67     81
   390    210       5.289    501    128    124    452    144    149
   390    220       4.191    532     99    116    342    146    195
   390    230       3.415    534    116    144    367    121    188
   390    240       2.825    554    118    142    369    128    199
   390    250       2.286    601    111    147    344    101    209
   390    260       1.889    639    106    168    306    120    249
   390    270       1.560    658     62    164    253    126    258
   390    280       1.281    644     65    151    259    115    263
   390    290       1.074    772     99    207    314    101    286
   390    300       0.891    744     88    185    271     74    254
   390    310       0.754    769     89    180    254     81    307
   390    320       0.633    764     86    202    246     79    274
   390    330       0.536    752     69    188    197     70    260
   390    340       0.454    806     59    176    223     67    256
   390    350       0.386    719     60    159    190     57    271
   400    100     211.200     14      7     10     45      5      0
   400    110     110.000     27     31      6     79      8      2
   400    120      69.020     40     38     19    119     13      4
   400    130      47.020     65     39     21    146     35     11
   400    140      33.030     97     51     31    187     29     13
   400    150      23.960     94     53     38    206     43     18
   400    160      18.200    147     66     44    224     40     25
   400    170      13.760    152     68     46    253     56     24
   400    180      10.600    188     95     53    269     53     45
   400    190       8.221    233     73     51    241     64     56
   400    200       6.484    278     88     69    274     65     66
   400    210       5.251    356     87     86    325     85     80
   400    220       4.134    524    123    148    394    158    199
   400    230       3.357    540     87    152    375    108    189
   400    240       2.720    492    115    157    370    128    188
   400    250       2.238    578     98    167    328    136    200
   400    260       1.819    583     82    161    341    178    261
   400    270       1.506    605     85    140    269    131    278
   400    280       1.268    625     74    126    270    121    248
   400    290       1.057    757     85    185    276    135    245
   400    300       0.880    766     77    165    273     96    282
   400    310       0.736    809     78    177    262     80    295
   400    320       0.627    815     69    171    202     76    265
   400    330       0.522    779     76    167    208     88    303
   400    340       0.448    789     71    178    204     77    289
   400    350       0.382    811     64    187    195     69    277
   410    100     201.200     12      7      7     47      9      2
   410    110     105.700     26     29     10     80      5      4
   410    120      67.140     36     26     21    116     20      9
   410    130      45.330     80     34     15    132     19     20
   410    140      32.360     83     50     25    164     32     22
   410    150      23.250    119     48     38    184     38     26
   410    160      17.540    123     75     36    225     52     33
   410    170      13.420    169     59     43    234     52     35
   410    180      10.260    207     74     58    281     63     41
   410    190       8.023    204     86     48    293     57     62
   410    200       6.336    240     77     59    279     67     76
   410    210       5.069    331    105     74    313     74     83
   410    220       3.942    529    126    129    385    157    202
   410    230       3.214    532     93    162    380    135    184
   410    240       2.680    502    117    161    367    135    186
   410    250       2.196    546    117    174    326     92    210
   410    260       1.798    619     89    147    307    126    264
   410    270       1.490    614     74    147    259    131    290
   410    280       1.234    658     74    136    292    101    299
   410    290       1.022    794    106    203    278    129    308
   410    300       0.852    786     77    203    303    121    288
   410    310       0.712    742     84    185    242     80    289
   410    320       0.607    777     78    197    225     92    289
   410    330       0.510    763     67    168    225     66    293
   410    340       0.438    790     61    183    201     69    272
   410    350       0.371    782     49    172    172     60    288
   420    100     190.800     21     10      8     38      4      5
   420    110     102.100     31     28      6     82      8      1
   420    120      64.890     50     25     19    117     16      5
   420    130      43.850     74     29     27    140     23     15
   420    140      30.560     88     33     28    131     25     21
   420    150      22.520     94     57     28    181     32     25
   420    160      16.960    132     61     33    221     38     26
   420    170      12.910    153     63     41    225     50     26
   420    180       9.890    172     70     56    305     63     39
   420    190       7.766    231     88     69    267     50     45
   420    200       6.018    270    115     68    278     60     60
   420    210       4.796    303     88     68    273     78     89
   420    220       3.949    348     73    107    337     83     87
   420    230       3.141    586    122    143    383    136    223
   420    240       2.560    547     96    142    346    128    203
   420    250       2.111    525     93    147    335    112    238
   420    260       1.727    593     91    166    292    126    234
   420    270       1.450    563     88    167    305    139    299
   420    280       1.189    663     61    151    288    150    277
   420    290       1.008    829    102    207    326    150    305
   420    300       0.848    811     90    188    282    121    303
   420    310       0.713    847     77    188    294    106    309
   420    320       0.592    803     70    174    242     92    285
   420    330       0.507    791     64    181    223     88    287
   420    340       0.430    827     59    212    174     83    276
   420    350       0.362    776     60    173    188     70    283
   430    100     181.600     16     20      9     40      8      1
   430    110      98.840     34     23     15     77     10      4
   430    120      62.540     47     50     11    116     21      5
   430    130      42.460     55     47     17    153     13      4
   430    140      30.010    105     48     24    145     42     15
   430    150      21.730    117     49     25    190     38     35
   430    160      16.620    141     62     31    204     41     40
   430    170      12.360    156     51     56    219     34     44
   430    180       9.498    196     71     47    253     45     47
   430    190       7.501    216     65     59    293     61     63
   430    200       5.869    254     90     54    304     70     61
   430    210       4.736    299    109     66    284     85     83
   430    220       3.799    325     81     88    304     80     93
   430    230       3.116    421     99     94    324    105    123
   430    240       2.510    522    117    149    330    161    193
   430    250       2.042    593     90    183    287    141    222
   430    260       1.700    618    103    161    284    131    246
   430    270       1.406    599     85    159    307    146    282
   430    280       1.168    624     82    140    272    110    281
   430    290       0.979    804     94    195    323    129    328
   430    300       0.818    768     80    208    285    120    328
   430    310       0.686    803     81    199    252    128    321
   430    320       0.589    772     60    184    205     88    361
   430    330       0.497    820     60    189    199     83    309
   430    340       0.419    770     58    159    225     70    313
   430    350       0.357    722     50    209    213     84    292
   440    100     172.300     11     18      8     61     10      2
   440    110      96.320     31     24     16     89      4      5
   440    120      61.000     52     28     15    107     17      4
   440    130      40.830     61     43     29    162     12     13
   440    140      29.030    107     45     30    157     37     22
   440    150      21.200    118     42     29    152     44     30
   440    160      15.900    126     65     34    170     36     37
   440    170      12.020    178     65     44    225     48     32
   440    180       9.451    191     64     42    263     47     35
   440    190       7.280    219     65     61    300     68     53
   440    200       5.761    255     87     68    280     53     76
   440    210       4.553    317     76     58    276     65     91
   440    220       3.684    339    100     85    320     98     83
   440    230       2.997    383     75     92    286     90    116
   440    240       2.425    576    133    163    374    164    217
   440    250       2.021    582    121    147    355    133    223
   440    260       1.668    589     91    174    305    139    239
   440    270       1.384    618     94    136    295    155    271
   440    280       1.148    678     94    141    287    172    268
   440    290       0.953    802    106    223    330    145    317
   440    300       0.794    812     89    215    305    135    309
   440    310       0.669    847     74    180    246     99    342
   440    320       0.566    836     84    203    276     90    290
   440    330       0.482    847     59    184    210     89    340
   440    340       0.410    788     61    195    205     64    288
   440    350       0.356    789     60    160    202     65    291
   450    100     165.600     15     14      6     37      7      2
   450    110      92.720     32     26     10     82     10      7
   450    120      58.810     43     30      7     92     16     10
   450    130      39.420     71     48     20    163     16     12
   450    140      28.180     89     40     34    199     32     16
   450    150      20.880    116     54     33    191     37     24
   450    160      15.470    143     47     30    207     46     22
   450    170      11.720    161     79     37    239     50     39
   450    180       9.107    217     79     51    250     47     44
   450    190       7.183    189     90     61    289     50     51
   450    200       5.613    248     57     53    277     90     59
   450    210       4.497    277     63     56    315     75     78
   450    220       3.618    342     90     77    284     94     94
   450    230       2.929    389     90     89    280     92    108
   450    240       2.402    399     99     96    309    112    116
   450    250       1.944    553    127    161    333    127    182
   450    260       1.618    608     90    144    298    124    238
   450    270       1.350    606     93    170    311    152    308
   450    280       1.115    649     79    141    279    156    324
   450    290       0.936    796     82    187    331    163    336
   450    300       0.785    803     84    205    302    146    330
   450    310       0.655    793     83    181    273    119    338
   450    320       0.563    818     75    209    254    119    338
   450    330       0.474    846     53    189    224     86    311
   450    340       0.401    772     66    188    204     80    305
   450    350       0.344    837     58    189    195     90    266
   460    100     158.400     21     23     11     44      3      1
   460    110      89.120     28     30      6     81      9      4
   460    120      57.370     40     37      9    107     12      7
   460    130      38.620     60     37     17    158     21      8
   460    140      27.270    117     41     26    141     40     32
   460    150      19.980    122     52     28    190     48     26
   460    160      14.970    117     45     43    237     54     38
   460    170      11.430    184     48     44    257     46     44
   460    180       8.847    188     67     67    248     50     43
   460    190       6.864    222     69     63    304     60     56
   460    200       5.464    239     81     59    275     55     59
   460    210       4.355    273     77     71    289     86     70
   460    220       3.517    312     77     75    293     67     79
   460    230       2.857    358     90     98    315     86     97
   460    240       2.335    393     91     94    285     84    115
   460    250       1.876    579    117    157    399    166    222
   460    260       1.559    613     84    166    266    122    218
   460    270       1.304    604     93    193    300    129    248
   460    280       1.097    601     74    143    327    176    325
   460    290       0.920    751     93    212    305    156    370
   460    300       0.770    825     95    213    319    129    344
   460    310       0.646    812     82    199    291    144    344
   460    320       0.545    863     56    207    252    115    337
   460    330       0.458    815     85    191    231    105    331
   460    340       0.396    788     56    208    243    101    320
   460    350       0.337    764     42    181    181     74    309
   470    100     152.400     20     17      6     59      7      3
   470    110      87.060     26     23      9     94      4      5
   470    120      54.920     57     42     13    136     24      9
   470    130      37.890     54     45      9    164     21      9
   470    140      26.560     83     44     24    175     29     17
   470    150      19.550    133     44     31    185     33     34
   470    160      14.560    134     45     35    207     43     33
   470    170      11.080    181     55     36    238     49     37
   470    180       8.663    174     69     49    254     56     44
   470    190       6.711    221     63     53    273     64     57
   470    200       5.290    256     68     59    244     66     59
   470    210       4.240    265     70     66    295     88     74
   470    220       3.378    289     76     77    258     86     79
   470    230       2.801    344     69     98    319    105    101
   470    240       2.285    347     78     96    260    101    117
   470    250       1.873    408     86    103    313     88    129
   470    260       1.526    612    106    196    336    131    211
   470    270       1.277    599     86    146    261    151    262
   470    280       1.065    636    121    143    307    156    325
   470    290       0.902    803     89    179    337    186    385
   470    300       0.751    816     94    187    326    165    364
   470    310       0.628    814     77    181    275    143    384
   470    320       0.538    832     66    194    251    135    346
   470    330       0.453    844     71    198    244    106    355
   470    340       0.389    807     64    209    207     97    320
   470    350       0.332    820     51    193    180     91    334
   480    100     147.300     16     18     10     53      3      5
   480    110      83.740     20     22     11     60      9      8
   480    120      54.120     48     35     17    101     14      3
   480    130      36.800     68     40     18    142     11     11
   480    140      26.080     74     40     27    184     23     15
   480    150      19.120    140     39     29    197     39     30
   480    160      14.240    145     52     41    192     44     42
   480    170      10.800    163     49     44    221     54     42
   480    180       8.429    192     61     47    229     44     48
   480    190       6.512    223     60     58    277     53     54
   480    200       5.179    248     68     53    271     71     56
   480    210       4.156    272     81     79    280     58     81
   480    220       3.318    323     90     71    302     72     81
   480    230       2.716    388     86     75    320     75     98
   480    240       2.230    337     92     91    275    116    129
   480    250       1.839    405    101     92    302    103    129
   480    260       1.474    596    103    160    320    138    260
   480    270       1.231    571    110    170    274    120    257
   480    280       1.031    663     98    126    320    185    322
   480    290       0.870    726     98    206    321    183    373
   480    300       0.723    786     93    193    302    146    382
   480    310       0.616    822     87    182    311    122    377
   480    320       0.523    826    101    214    252    136    339
   480    330       0.444    812     78    199    257    115    366
   480    340       0.378    790     67    204    234     92    320
   480    350       0.324    831     55    185    182     90    329
   490    100     143.100     20     19      7     53      7      5
   490    110      81.480     24     26     15     92     10      2
   490    120      52.430     57     26     15    129     16     12
   490    130      35.480     64     41     20    133     34      6
   490    140      25.290     80     47     20    170     22      9
   490    150      18.410    133     43     31    162     34     35
   490    160      13.800    144     61     32    222     42     15
   490    170      10.410    165     43     33    224     60     44
   490    180       8.116    207     66     51    254     45     38
   490    190       6.307    240     62     58    241     64     59
   490    200       5.053    229     68     61    255     63     66
   490    210       4.020    251     85     66    284     64     62
   490    220       3.269    321     71     74    268     73     98
   490    230       2.669    371     76     86    279     93    107
   490    240       2.156    352     97    103    315     93    100
   490    250       1.784    365     90    101    305     86    135
   490    260       1.490    475     72    110    297    120    145
   490    270       1.203    596     86    153    316    144    245
   490    280       1.018    643     82    165    294    166    302
   490    290       0.854    727     94    217    331    154    401
   490    300       0.719    758     95    196    347    180    351
   490    310       0.608    823     87    189    294    121    370
   490    320       0.510    817     94    181    248    149    353
   490    330       0.438    871     82    191    250    121    353
   490    340       0.367    832     70    196    225     92    362
   490    350       0.318    849     59    186    212     83    359
   500    100     137.300     13     16     12     45      5      2
   500    110      79.700     32     20      5     89     15      7
   500    120      51.100     50     34     15    111     12     11
   500    130      34.610     78     37     17    139     12      5
   500    140      24.540     74     34     25    200     16     10
   500    150      18.070    122     48     37    189     38     27
   500    160      13.390    142     60     41    214     50     27
   500    170      10.310    181     45     49    195     50     46
   500    180       7.896    173     48     43    232     57     35
   500    190       6.206    236     59     51    267     66     62
   500    200       4.887    259     82     53    251     61     78
   500    210       3.946    268     78     68    267     81     79
   500    220       3.171    308     67     74    284     84     89
   500    230       2.578    352     86     84    291     87     97
   500    240       2.118    336     73    102    278     91    118
   500    250       1.737    393     96    101    284    111    130
   500    260       1.424    437     76    123    263     91    187
   500    270       1.189    479     77    125    283    120    196
   500    280       0.977    564     92    151    279    127    268
   500    290       0.838    814    118    177    342    187    375
   500    300       0.697    743     89    191    352    171    389
   500    310       0.592    801     79    184    324    158    388
   500    320       0.500    827     77    201    281    146    398
   500    330       0.430    890     62    187    235    137    364
   500    340       0.367    843     59    190    205     93    403
   500    350       0.307    820     68    183    206     84    338
