m0_binning   100  10  1000  10
m12_binning  36  100  450  10
NscanPoints  3595
    m0    m12      Xsec     nsel    n_a    n_d     sb     slsb     slsig
   230    120     122.100     36     36     16    108     18      8
   230    130      81.630    164     73     50    266     44     25
   230    140      57.500    194    103     51    265     58     28
   230    150      41.740    233     84     71    298     65     48
   230    160      30.830    274    104     74    322     61     43
   230    170      23.250    322     93     69    333     79     59
   230    180      17.330    390    105     85    345     78     62
   230    190      13.460    398     87     89    326     76     51
   230    200      10.590    400     76     81    276     60     87
   230    210       8.178    440     72     91    230     62     90
   230    220       6.521    424     71     94    218     51     84
   230    230       5.296    423     74     79    247     50     82
   230    240       4.239    414     50     92    203     69     87
   230    250       3.409    387     68     93    179     53    121
   230    260       2.784    413     70     85    224     58    111
   230    270       2.248    431     41     91    165     56    125
   230    280       1.839    430     45     73    179     54    135
   230    290       1.521    415     38     97    140     74    119
   230    300       1.253    479     47     87    152     61    115
   230    310       1.031    408     41    101    145     48    157
   230    320       0.875    462     30     86    127     63    137
   230    330       0.735    592     50    141    187     39    171
   230    340       0.615    646     62    150    166     44    159
   230    350       0.521    615     61    132    175     57    154
   230    360       0.436    621     53    139    173     38    160
   230    370       0.374    609     47    157    154     44    174
   230    380       0.315    642     34    132    152     36    163
   230    390       0.270    621     50    101    137     40    178
   230    400       0.234    605     34    134    127     28    148
   230    410       0.199    594     34    117     99     40    143
   230    420       0.173    580     30     99     99     31    159
   230    430       0.147    536     28    111     97     28    159
   230    440       0.127    521     29    106     95     35    149
   230    450       0.112    487     20    107     90     31    147
   240    100     664.600      7      6      1     21      4      2
   240    110     194.900     26     27     15     70      9      2
   240    120     118.200     44     36     15     87     15     11
   240    130      76.900    145     91     36    282     48     24
   240    140      55.120    182     93     50    262     59     38
   240    150      39.840    227     92     65    317     49     36
   240    160      29.620    273     84     65    303     57     59
   240    170      22.260    340     78     81    304     70     65
   240    180      17.210    363    105     79    325     75     84
   240    190      13.090    420     87     97    317     60    102
   240    200      10.320    443     77     97    321     69     79
   240    210       8.083    430    103     98    300     68     80
   240    220       6.354    455     62     79    265     54     91
   240    230       5.139    454     71    114    248     64    106
   240    240       4.160    437     60     82    219     50    116
   240    250       3.365    435     44     68    192     62    112
   240    260       2.718    434     49    104    191     64    105
   240    270       2.181    437     43     85    173     59    130
   240    280       1.792    433     44     84    160     53    136
   240    290       1.486    435     37     93    135     62    129
   240    300       1.240    433     39     76    135     49    120
   240    310       1.031    455     37     95    132     52    115
   240    320       0.853    476     32     95    145     44    128
   240    330       0.716    579     56    134    186     45    166
   240    340       0.607    637     48    134    200     57    176
   240    350       0.504    612     52    127    176     43    172
   240    360       0.435    629     54    144    150     43    159
   240    370       0.366    654     46    121    149     44    156
   240    380       0.315    653     57    138    138     41    163
   240    390       0.270    653     31    134    134     36    176
   240    400       0.229    615     34    165    131     32    161
   240    410       0.195    608     40    109    128     33    188
   240    420       0.170    583     31    105    104     32    175
   240    430       0.147    533     39    116     98     27    167
   240    440       0.125    564     30    106     88     34    155
   240    450       0.108    523     27    108     99     23    190
   250    100     593.800      6      8      6     23      2      0
   250    110     187.400     23     24     11     74      6      6
   250    120     114.100     37     25     10     97     12      6
   250    130      75.960     74     48     20    118     18      8
   250    140      53.370    220     95     57    313     54     39
   250    150      38.590    254     77     63    355     57     43
   250    160      28.600    289    101     85    339     66     53
   250    170      21.490    341    113     92    343     79     52
   250    180      16.460    395     90     90    328     88     70
   250    190      12.810    379     95     98    321     86     82
   250    200      10.120    409     96     75    318     83    100
   250    210       7.876    495     88    100    320     68    115
   250    220       6.239    501     73     85    298     85    101
   250    230       4.986    498     68     80    226     65    105
   250    240       4.044    464     63     94    224     72    112
   250    250       3.265    457     67    116    178     57    110
   250    260       2.651    456     59     83    183     44    105
   250    270       2.158    458     41     88    150     68    138
   250    280       1.770    467     53     95    177     54    144
   250    290       1.456    393     41     85    145     53    136
   250    300       1.218    475     49     99    150     51    139
   250    310       1.004    441     31     77    131     58    133
   250    320       0.832    474     45     93    118     51    130
   250    330       0.702    560     56    143    187     43    172
   250    340       0.594    641     62    133    171     64    184
   250    350       0.503    654     47    137    185     58    151
   250    360       0.426    654     46    155    155     48    174
   250    370       0.359    600     36    134    156     45    194
   250    380       0.309    655     45    143    145     55    177
   250    390       0.263    640     33    151    145     51    189
   250    400       0.225    632     40    114    149     35    162
   250    410       0.195    651     31    134    121     35    158
   250    420       0.166    601     24    111    139     32    149
   250    430       0.144    617     24    125    118     26    170
   250    440       0.125    533     29    105     98     24    175
   250    450       0.108    594     24    109    105     26    166
   260    100     529.700      9     10      3     20      1      0
   260    110     178.700     31     25      9     79     13      1
   260    120     109.400     44     36     14     91     12      7
   260    130      73.770     61     42     25    141     15     11
   260    140      51.840    120     59     25    190     29     19
   260    150      37.050    249    108     61    316     73     49
   260    160      27.650    280    101     66    355     71     40
   260    170      20.920    330    110     74    361     62     70
   260    180      15.930    363     73     89    326     88     75
   260    190      12.380    369    108     76    331     97     85
   260    200       9.655    446    102     93    288     79    100
   260    210       7.627    516     74    104    341     74    102
   260    220       6.041    502     82    115    302     70    118
   260    230       4.846    446     62     94    248     68    119
   260    240       3.921    472     79     81    235     58    126
   260    250       3.212    445     58    103    205     66    117
   260    260       2.595    479     54    103    206     74    134
   260    270       2.124    457     49     84    171     77    148
   260    280       1.735    472     42     85    181     55    129
   260    290       1.426    489     48     94    167     52    151
   260    300       1.180    465     33     81    166     53    163
   260    310       0.992    460     33     88    156     48    137
   260    320       0.818    493     36     97    122     59    150
   260    330       0.688    603     69    135    200     50    169
   260    340       0.579    623     51    147    161     57    163
   260    350       0.491    627     53    136    188     64    166
   260    360       0.416    631     49    132    166     53    178
   260    370       0.353    652     44    129    149     43    192
   260    380       0.304    706     45    165    158     45    166
   260    390       0.259    658     37    132    138     44    160
   260    400       0.220    627     43    129    151     42    156
   260    410       0.190    628     36    134    140     39    166
   260    420       0.165    624     34    124    129     37    155
   260    430       0.141    578     32    124    109     39    166
   260    440       0.122    587     25    118    103     35    156
   260    450       0.106    583     31     98     99     30    155
   270    100     478.700      4     15      5     19      4      2
   270    110     174.000     25     18     14     67     10      7
   270    120     105.600     42     30     16     82      9      5
   270    130      71.200     64     45     23    131     17      8
   270    140      49.910     88     36     25    171     20     22
   270    150      36.030    245     91     64    328     80     51
   270    160      26.780    302    105     84    335     68     50
   270    170      20.220    357     94     91    344     78     70
   270    180      15.470    369     95     91    336    101     83
   270    190      12.010    464     77     82    327     94    102
   270    200       9.419    452     84     96    384     76    102
   270    210       7.421    512     84     91    321     81    110
   270    220       5.890    540     75    116    323     96    112
   270    230       4.764    485     90    109    253     70    143
   270    240       3.834    521     75    107    252     69    131
   270    250       3.110    506     56     94    200     60    125
   270    260       2.537    447     56    100    207     71    142
   270    270       2.052    454     54    107    182     74    149
   270    280       1.692    510     54     96    159     63    129
   270    290       1.399    463     54     96    163     50    160
   270    300       1.168    495     36    105    145     43    146
   270    310       0.968    491     33     98    155     47    141
   270    320       0.810    451     33     78    129     43    164
   270    330       0.679    645     58    158    178     60    167
   270    340       0.570    675     49    156    170     51    165
   270    350       0.477    643     52    158    168     41    170
   270    360       0.408    656     52    154    145     56    176
   270    370       0.350    674     48    127    160     56    161
   270    380       0.295    662     38    128    183     56    183
   270    390       0.250    634     36    142    171     31    175
   270    400       0.218    679     54    136    127     55    183
   270    410       0.186    631     26    148    124     31    214
   270    420       0.162    615     33    142    110     26    175
   270    430       0.139    587     27    133    115     33    186
   270    440       0.121    600     31    118    103     35    154
   270    450       0.104    613     34    126    118     18    164
   280    100     438.100     10      7      9     29      1      3
   280    110     168.200     27     20     12     81      5      4
   280    120     102.700     38     32     12     85     11      6
   280    130      67.380     72     37     19    141     14     12
   280    140      47.980     88     50     21    154     24     15
   280    150      35.560    123     69     27    215     36     15
   280    160      25.990    341     81     64    362     91     57
   280    170      19.500    364     95     97    334     90     72
   280    180      15.050    363    105     97    368     78     89
   280    190      11.730    416     78     97    339     67    104
   280    200       9.198    512     90    107    330     65    120
   280    210       7.182    498     82    119    345     68    106
   280    220       5.723    491     81    119    274     71    113
   280    230       4.584    541     86    106    289     73    128
   280    240       3.738    543     56     98    238     57    136
   280    250       3.028    471     71    100    204     84    139
   280    260       2.476    468     75     91    235     77    155
   280    270       2.022    472     59    103    200     73    122
   280    280       1.646    496     55     83    176     53    157
   280    290       1.365    494     53     99    186     63    153
   280    300       1.128    477     41     86    147     59    151
   280    310       0.953    484     35     91    140     56    153
   280    320       0.791    482     45    103    141     48    167
   280    330       0.662    619     46    155    167     61    187
   280    340       0.565    651     57    151    185     51    160
   280    350       0.470    660     55    166    176     63    178
   280    360       0.400    686     52    134    163     52    190
   280    370       0.341    651     35    148    145     41    157
   280    380       0.293    675     43    138    146     47    186
   280    390       0.250    658     53    136    157     50    179
   280    400       0.215    684     47    154    151     46    197
   280    410       0.185    668     35    136    132     36    162
   280    420       0.158    644     35    143    124     35    186
   280    430       0.137    629     36    132    110     31    159
   280    440       0.118    671     33    115    104     31    192
   280    450       0.103    611     31    129    104     35    156
   290    100     411.800      8      8      4     36      3      0
   290    110     162.000     29     27     13     66      5      4
   290    120      97.940     45     24     17    108     16      3
   290    130      66.120     55     49     21    122     27      8
   290    140      46.240     95     50     25    178     19     14
   290    150      34.260    136     56     32    181     34     14
   290    160      25.040    281    113     80    370     96     70
   290    170      18.830    368    124    102    350    102     86
   290    180      14.530    382     93     97    364     89     86
   290    190      11.270    462    103     96    353     95    106
   290    200       8.824    503     84    103    356     89    105
   290    210       6.972    460     82    106    338     90    119
   290    220       5.586    509     80     95    312     92    124
   290    230       4.489    556     97    109    282     72    157
   290    240       3.635    534     74    122    252     66    162
   290    250       2.948    482     78    127    243    101    140
   290    260       2.395    514     78    113    205     67    162
   290    270       1.978    504     46    102    203     61    146
   290    280       1.601    502     53    115    174     68    184
   290    290       1.347    479     41    117    174     55    183
   290    300       1.107    453     42    108    158     71    191
   290    310       0.933    512     41     92    150     58    182
   290    320       0.780    494     38    110    155     56    158
   290    330       0.648    648     51    142    182     75    183
   290    340       0.550    664     54    144    192     49    197
   290    350       0.461    609     58    135    159     57    178
   290    360       0.394    666     43    150    181     39    178
   290    370       0.337    709     47    141    165     44    198
   290    380       0.286    666     35    151    150     35    183
   290    390       0.248    653     43    129    153     43    178
   290    400       0.212    679     39    142    162     34    184
   290    410       0.180    672     36    149    132     31    176
   290    420       0.156    653     39    133    133     30    175
   290    430       0.135    668     32    135    123     25    186
   290    440       0.116    681     24    134    116     29    192
   290    450       0.102    626     31    117    120     30    158
   300    100     383.700     19      9      7     34      3      2
   300    110     155.500     27     24      8     64      7      5
   300    120      96.150     54     33     16     93     12      4
   300    130      63.930     50     47     31    139     18      7
   300    140      44.790     76     58     22    166     16     14
   300    150      32.820    137     49     28    217     34      8
   300    160      24.460    154     65     40    226     55     28
   300    170      18.250    351    109     97    367     87     74
   300    180      14.110    410     94     97    375    116    101
   300    190      10.980    433    121    101    343    102     99
   300    200       8.601    464     97    113    359    104    105
   300    210       6.749    462     84    110    280     97    109
   300    220       5.438    519     79    105    285     98    126
   300    230       4.367    574     96    107    291    103    152
   300    240       3.518    532     76    118    295     85    168
   300    250       2.851    537     71    117    293     70    180
   300    260       2.333    513     68    124    188     84    161
   300    270       1.920    486     50    105    228     82    164
   300    280       1.566    497     47    115    216     67    170
   300    290       1.314    488     65    100    183     58    205
   300    300       1.082    493     56    101    162     52    152
   300    310       0.909    508     41    100    163     65    160
   300    320       0.757    516     39    109    143     55    172
   300    330       0.645    637     65    152    180     69    201
   300    340       0.537    710     58    150    158     56    200
   300    350       0.455    653     60    160    171     60    187
   300    360       0.388    691     55    151    189     45    202
   300    370       0.332    695     55    157    150     49    197
   300    380       0.282    610     41    154    153     54    191
   300    390       0.241    614     57    132    141     50    198
   300    400       0.208    646     32    135    124     45    183
   300    410       0.178    681     39    155    117     24    199
   300    420       0.155    634     43    146    105     41    194
   300    430       0.133    647     39    155    120     40    150
   300    440       0.116    625     41    129    117     34    196
   300    450       0.100    617     34    131    119     34    139
   310    100     356.800     15      7      3     26      4      1
   310    110     152.700     33     19     11     82     10      3
   310    120      93.580     36     29     13    127     10      7
   310    130      60.950     50     41     19    118     23      9
   310    140      43.690     92     48     17    150     29     13
   310    150      31.570    104     72     37    205     39     21
   310    160      23.580    151     69     37    212     44     33
   310    170      17.770    345     91     81    403     95     79
   310    180      13.640    376    112    103    350    100     90
   310    190      10.540    431     93    116    377     90    116
   310    200       8.299    415     96     93    360    107    112
   310    210       6.640    469     91    104    354     95    142
   310    220       5.186    517     85    110    284     97    158
   310    230       4.271    492     81    141    263    113    148
   310    240       3.447    571     76    125    306     92    155
   310    250       2.781    511     89    115    272     87    183
   310    260       2.258    573     59    114    262     81    161
   310    270       1.878    533     55    119    209     83    170
   310    280       1.559    553     54     94    208     75    151
   310    290       1.292    534     48    106    168     78    186
   310    300       1.065    544     53    110    162     57    187
   310    310       0.882    557     50    104    147     56    196
   310    320       0.748    536     52    100    128     63    179
   310    330       0.630    638     59    160    180     60    228
   310    340       0.530    666     63    173    189     53    201
   310    350       0.446    655     51    151    177     55    194
   310    360       0.375    661     52    168    143     52    189
   310    370       0.324    635     55    156    167     43    193
   310    380       0.282    671     39    167    144     51    188
   310    390       0.238    657     43    146    132     39    198
   310    400       0.203    705     42    145    147     41    179
   310    410       0.174    652     38    126    121     31    175
   310    420       0.152    671     31    154    141     43    179
   310    430       0.132    620     45    132    121     33    151
   310    440       0.113    664     29    145    126     25    156
   310    450       0.099    628     41    123    118     28    191
   320    100     336.400     11     12      3     32      2      3
   320    110     145.400     22     27      5     62      9      6
   320    120      89.070     36     36     11    109     17     12
   320    130      59.460     62     45     25    138     16      5
   320    140      42.080     84     62     32    162     14     17
   320    150      30.620    112     57     22    213     24     13
   320    160      22.990    153     54     44    223     38     29
   320    170      17.310    204     71     39    262     56     38
   320    180      13.230    382    113     88    400    112     84
   320    190      10.240    370    115    106    339    110    112
   320    200       8.050    442     95     98    318    110    114
   320    210       6.395    465    102    118    341    121    151
   320    220       5.123    559     88    117    327     90    166
   320    230       4.109    525     93    123    277     78    146
   320    240       3.346    583     73    120    260     72    174
   320    250       2.718    529     70    111    253    107    175
   320    260       2.227    561     83    131    239     99    172
   320    270       1.815    568     58    115    223     88    188
   320    280       1.517    544     68    119    199     70    180
   320    290       1.256    539     43    126    188     76    182
   320    300       1.038    519     52    112    186     73    169
   320    310       0.867    537     45    108    165     48    171
   320    320       0.736    546     39    100    162     46    165
   320    330       0.614    673     68    167    192     79    214
   320    340       0.519    643     69    148    193     65    204
   320    350       0.444    652     54    147    178     76    196
   320    360       0.374    720     46    158    190     41    202
   320    370       0.319    643     50    162    159     52    192
   320    380       0.273    625     42    141    162     59    191
   320    390       0.233    659     47    151    129     43    206
   320    400       0.202    694     35    126    135     41    200
   320    410       0.173    676     43    126    128     47    189
   320    420       0.149    642     44    138    133     40    185
   320    430       0.130    660     33    132    132     41    163
   320    440       0.112    646     32    114    117     38    183
   320    450       0.096    661     29    126    112     31    169
   330    100     320.100      9     16      5     33      4      1
   330    110     140.700     27     24     11     74      5      0
   330    120      86.200     37     28     18    114     12      8
   330    130      57.900     73     36     26    129     19     10
   330    140      40.730     85     40     30    162     29      7
   330    150      29.570    101     61     26    196     35     18
   330    160      22.260    127     57     34    203     43     20
   330    170      16.720    172     77     44    232     41     35
   330    180      12.670    338    105     98    379    121     93
   330    190      10.030    396    114    109    339    133    116
   330    200       7.810    412    108     96    331    103    113
   330    210       6.252    477     86    120    329    121    143
   330    220       4.984    494     97    138    310    112    158
   330    230       4.039    494    100    113    321     87    165
   330    240       3.234    552     67    123    281    102    137
   330    250       2.654    530     80    132    260     88    152
   330    260       2.170    599     80    119    215     97    167
   330    270       1.795    539     66    134    203     94    200
   330    280       1.486    565     72    126    220     83    169
   330    290       1.230    553     61    113    201     76    197
   330    300       1.030    571     47    109    182     75    190
   330    310       0.855    571     52     97    147     70    223
   330    320       0.721    595     36    117    163     53    192
   330    330       0.601    670     76    145    187     51    210
   330    340       0.507    697     56    143    169     63    253
   330    350       0.435    703     54    164    187     48    219
   330    360       0.366    691     57    156    154     67    186
   330    370       0.315    665     48    149    162     36    219
   330    380       0.268    675     50    139    137     52    200
   330    390       0.229    634     35    124    163     62    187
   330    400       0.198    660     37    139    139     44    168
   330    410       0.169    669     37    131    128     34    202
   330    420       0.146    613     29    156    146     46    173
   330    430       0.127    658     34    167    132     34    175
   330    440       0.110    678     29    124    107     28    177
   330    450       0.096    653     40    150     96     38    185
   340    100     299.800     17     13      1     38      9      1
   340    110     136.700     26     23     15     80     10      2
   340    120      83.320     50     21     17     96     16      8
   340    130      55.440     58     39     21    135     18     11
   340    140      39.380     74     51     26    142     25     13
   340    150      28.600    122     43     23    205     37     21
   340    160      21.450    143     70     41    229     41     20
   340    170      16.220    156     61     37    239     55     30
   340    180      12.590    221     73     52    253     55     54
   340    190       9.563    402    103     96    368    123    115
   340    200       7.585    443    112    109    319    119    128
   340    210       6.004    452    116     98    331    113    139
   340    220       4.816    523     97    120    323    118    129
   340    230       3.903    507     94     95    322    107    161
   340    240       3.177    560     81    129    279    108    170
   340    250       2.557    504     81    134    249     93    154
   340    260       2.105    563     70    132    237     80    172
   340    270       1.746    606     63    129    241     91    172
   340    280       1.458    584     82    125    212     82    198
   340    290       1.192    602     45    145    201     87    203
   340    300       1.001    575     44    113    196     72    211
   340    310       0.843    570     40    126    174     80    236
   340    320       0.705    588     39    116    156     57    212
   340    330       0.591    698     56    159    198     74    232
   340    340       0.495    678     67    174    152     61    225
   340    350       0.420    702     67    141    179     73    205
   340    360       0.359    670     59    156    171     47    208
   340    370       0.306    668     50    177    168     67    205
   340    380       0.265    693     34    146    144     53    201
   340    390       0.225    694     34    158    153     55    198
   340    400       0.192    638     37    150    160     42    189
   340    410       0.167    691     36    140    117     41    183
   340    420       0.143    659     39    147    130     37    195
   340    430       0.124    664     29    127    145     32    190
   340    440       0.107    658     26    125    124     42    166
   340    450       0.093    636     32    121    122     31    155
   350    100     289.800      9     16      2     39      7      1
   350    110     131.500     23     25      9     76     11      4
   350    120      81.100     50     35      8    121     14      9
   350    130      53.920     77     39     22    144     20     11
   350    140      38.240     86     34     23    142     28     19
   350    150      27.880    108     54     32    187     34     20
   350    160      20.750    129     55     35    199     31     25
   350    170      15.750    168     77     52    232     51     42
   350    180      12.170    209     61     59    275     49     43
   350    190       9.454    257     80     67    289     62     61
   350    200       7.335    441    114     98    376    137    131
   350    210       5.774    465     98    105    354    118    162
   350    220       4.659    458    110    131    329    115    139
   350    230       3.792    515     89    143    307     97    177
   350    240       3.107    604     93    133    283     99    186
   350    250       2.523    552     90    122    285     89    190
   350    260       2.055    593     75    125    238     90    200
   350    270       1.694    581     59    127    218     88    173
   350    280       1.406    611     48    150    235     74    217
   350    290       1.173    634     59    122    184    102    194
   350    300       0.973    615     60    114    191     66    235
   350    310       0.815    568     56    134    167     69    198
   350    320       0.686    573     45    129    179     66    184
   350    330       0.583    706     61    146    195     69    222
   350    340       0.495    734     59    165    187     63    197
   350    350       0.419    692     70    161    200     61    238
   350    360       0.352    724     62    169    165     43    197
   350    370       0.300    682     45    153    177     47    207
   350    380       0.257    690     37    158    161     56    222
   350    390       0.222    696     45    146    152     45    194
   350    400       0.189    697     49    142    155     40    175
   350    410       0.165    667     39    133    158     45    173
   350    420       0.142    678     32    139    163     42    200
   350    430       0.123    637     26    126    109     30    175
   350    440       0.107    602     37    135    113     33    192
   350    450       0.092    660     28    148    115     32    184
   360    100     275.300     10     16      9     43      1      3
   360    110     128.500     19     28      9     70      8      4
   360    120      78.430     42     33     17    102     10      7
   360    130      52.190     48     33     19    146     16      7
   360    140      36.840     74     35     29    165     29     19
   360    150      27.090    110     52     38    190     32     22
   360    160      20.130    131     59     35    213     44     30
   360    170      15.250    144     72     41    251     46     39
   360    180      11.690    194     75     64    246     67     43
   360    190       9.202    198     84     69    271     62     61
   360    200       7.132    363     94     97    344    152    163
   360    210       5.669    445    117     89    352    129    166
   360    220       4.589    490    115    118    302    135    147
   360    230       3.651    491     90    142    337    139    151
   360    240       3.017    532     94    123    290    100    180
   360    250       2.428    602     67    131    279    114    204
   360    260       2.005    585     87    150    242     93    175
   360    270       1.650    571     61    132    247     99    167
   360    280       1.369    554     65    128    202     78    226
   360    290       1.150    561     49    115    201     78    244
   360    300       0.951    600     53    115    185     81    247
   360    310       0.809    593     48    105    172     79    224
   360    320       0.676    551     55    128    176     78    211
   360    330       0.561    675     63    162    188     80    246
   360    350       0.409    704     50    172    214     41    241
   360    360       0.350    705     57    130    179     56    226
   360    370       0.295    701     50    150    116     51    202
   360    380       0.254    701     44    153    145     45    222
   360    390       0.220    720     38    155    151     48    240
   360    400       0.187    699     57    152    142     49    176
   360    410       0.161    728     44    126    128     40    204
   360    420       0.139    671     40    138    128     34    178
   360    430       0.121    621     34    136    131     32    198
   360    440       0.105    627     35    130    130     30    206
   360    450       0.090    649     36    121    124     34    183
   370    100     262.300     16     12      3     44      3      2
   370    110     124.400     32     21      9     86     10      4
   370    120      76.810     44     35     14    117     10      7
   370    130      51.210     58     35     15    140     16     13
   370    140      35.930     81     43     24    148     23     14
   370    150      26.240     98     59     24    186     31     24
   370    160      19.660    134     59     44    220     28     31
   370    170      14.960    177     66     45    230     50     31
   370    180      11.400    223     62     50    263     63     50
   370    190       8.876    265     67     68    272     64     48
   370    200       7.056    331     82     76    297     70     78
   370    210       5.516    467     97    113    321    130    162
   370    220       4.405    457    108    118    354    105    165
   370    230       3.588    515    104    142    338    100    160
   370    240       2.926    554    101    148    312    123    187
   370    250       2.403    553     92    143    323    101    200
   370    260       1.969    586     85    146    252    130    192
   370    270       1.616    643     70    126    238     95    193
   370    280       1.329    573     70    132    232     81    214
   370    290       1.122    566     53    154    213     86    237
   370    300       0.942    621     52    133    206     84    235
   370    310       0.783    597     68    123    185     60    263
   370    320       0.662    606     47    134    171     57    220
   370    330       0.554    739     79    154    175     69    251
   370    340       0.476    751     48    152    186     84    229
   370    350       0.399    712     59    170    185     64    228
   370    360       0.339    710     50    152    183     61    221
   370    370       0.291    729     53    146    162     58    260
   370    380       0.250    699     39    161    156     53    224
   370    390       0.214    695     52    153    141     48    257
   370    400       0.183    711     35    128    125     49    204
   370    410       0.159    671     28    168    133     48    193
   370    420       0.138    687     38    136    135     45    198
   370    430       0.118    653     38    134    104     41    171
   370    440       0.103    624     38    132    132     33    197
   370    450       0.090    682     24    139    128     30    168
   380    100     251.800     11      7      6     34      2      3
   380    110     120.900     30     18      5     79      5     14
   380    120      74.300     49     26     16    102     12      7
   380    130      48.990     67     35     18    129     23     10
   380    140      34.810     70     49     25    160     27     14
   380    150      25.470    103     50     27    197     26     31
   380    160      19.240    120     63     33    192     34     19
   380    170      14.480    175     61     41    232     46     30
   380    180      11.010    207     56     59    282     69     40
   380    190       8.615    221     80     56    277     59     58
   380    200       6.827    281     77     85    270     69     70
   380    210       5.304    438     93    126    363    169    155
   380    220       4.239    494    101    121    347    158    148
   380    230       3.488    490    124    122    294    143    180
   380    240       2.836    520     83    128    306    132    211
   380    250       2.343    528     90    157    286    131    193
   380    260       1.929    548     74    140    279    113    205
   380    270       1.585    546     73    138    252     88    240
   380    280       1.310    617     75    116    239     89    202
   380    290       1.090    617     56    142    198     79    245
   380    300       0.909    577     60    122    184     83    239
   380    310       0.769    589     53    118    182     79    236
   380    320       0.640    591     39    113    181     74    253
   380    330       0.543    726     49    159    221     84    247
   380    340       0.459    710     64    166    207     74    242
   380    350       0.391    669     46    170    179     63    223
   380    360       0.334    757     59    150    162     60    216
   380    370       0.287    739     51    166    176     64    208
   380    380       0.244    728     52    144    174     55    217
   380    390       0.209    720     38    165    144     69    210
   380    400       0.182    664     41    121    140     58    239
   380    410       0.156    716     37    137    124     32    210
   380    420       0.135    713     36    168    148     41    197
   380    430       0.117    659     29    141    137     35    203
   380    440       0.102    661     39    143    133     34    214
   380    450       0.089    642     25    128    128     33    191
   390    100     242.000     17     14      2     41      4      3
   390    110     117.400     27     30     11     66      4      7
   390    120      72.500     48     22     15    109     14      1
   390    130      47.860     64     35     22    143     19     11
   390    140      33.700     92     47     29    182     25      7
   390    150      24.560     97     47     18    164     33     20
   390    160      18.460    126     60     37    217     39     23
   390    170      14.070    154     60     43    225     53     37
   390    180      10.860    173     72     47    227     55     49
   390    190       8.369    220     81     63    272     55     59
   390    200       6.637    285     78     60    282     71     51
   390    210       5.286    355     76     76    304     70     82
   390    220       4.160    475     90    141    348    158    172
   390    230       3.407    480    118    120    337    151    188
   390    240       2.767    549    101    130    312    135    201
   390    250       2.249    507     99    148    303    136    204
   390    260       1.850    539     87    149    292    114    189
   390    270       1.526    602     65    146    240    117    215
   390    280       1.272    585     69    127    226     79    208
   390    290       1.072    629     67    125    204     79    243
   390    300       0.888    611     60    124    206     70    222
   390    310       0.750    641     55    143    186     94    256
   390    320       0.638    606     58    128    165     73    237
   390    330       0.538    713     54    184    224     76    278
   390    340       0.448    769     73    162    226     74    243
   390    350       0.386    758     41    181    182     69    240
   390    360       0.332    767     50    152    167     56    244
   390    370       0.280    769     48    169    168     73    242
   390    380       0.241    705     49    167    165     41    220
   390    390       0.209    695     33    143    128     43    233
   390    400       0.177    725     43    162    157     39    199
   390    410       0.153    722     38    148    139     41    230
   390    420       0.133    676     39    154    128     41    216
   390    430       0.115    659     38    148    127     37    195
   390    440       0.100    625     39    133    123     35    204
   390    450       0.087    622     24    155    141     32    164
   400    100     231.400     10     10      6     38      4      2
   400    110     114.600     33     21     10     84      7      3
   400    120      69.280     42     28     17    100     14      8
   400    130      46.360     61     44     29    121     23     12
   400    140      32.850     69     46     28    170     20     17
   400    150      23.800    110     37     23    163     31     21
   400    160      17.890    130     50     29    188     43     26
   400    170      13.610    157     66     53    227     38     32
   400    180      10.510    215     72     42    228     60     42
   400    190       8.107    208     72     55    244     60     56
   400    200       6.435    281     82     51    277     74     76
   400    210       5.111    278     73     71    271     70     79
   400    220       4.045    448     91     92    408    162    193
   400    230       3.260    516    103    130    356    149    197
   400    240       2.684    550     82    121    315    128    192
   400    250       2.213    496     88    140    302    136    175
   400    260       1.792    517     76    152    273    119    237
   400    270       1.502    657     72    137    234    104    227
   400    280       1.256    595     72    155    244     88    233
   400    290       1.050    637     67    145    203     80    269
   400    300       0.872    584     40    120    224     65    243
   400    310       0.737    614     54    130    167     85    245
   400    320       0.621    634     50    121    169     77    241
   400    330       0.519    776     73    170    225     73    275
   400    340       0.446    749     65    177    190     81    247
   400    350       0.377    727     53    167    200     67    254
   400    360       0.322    705     56    165    189     65    226
   400    370       0.274    742     42    150    165     59    228
   400    380       0.237    705     39    166    162     58    231
   400    390       0.206    696     34    168    156     55    214
   400    400       0.175    739     38    123    133     49    251
   400    410       0.152    696     42    165    122     43    208
   400    420       0.132    662     46    165    128     43    223
   400    430       0.113    643     28    113    152     53    226
   400    440       0.099    687     28    141    117     26    186
   400    450       0.086    641     34    136    126     41    193
   410    100     223.200      9     11      4     42      3      0
   410    110     111.200     24     22     13     67     12      2
   410    120      68.470     49     22     13     98     19      6
   410    130      45.010     41     42     16    124     16      8
   410    140      31.740     80     54     27    155     25     15
   410    150      23.250     88     48     27    179     33     21
   410    160      17.300    144     62     30    226     42     22
   410    170      13.150    148     48     38    228     48     26
   410    180      10.210    194     64     38    251     45     40
   410    190       7.996    234     68     59    253     72     45
   410    200       6.273    253     76     77    228     62     64
   410    210       5.003    293     90     73    291     69     82
   410    220       4.055    351     94     79    287     77    106
   410    230       3.207    508    104    137    357    150    204
   410    240       2.605    523    100    135    325    142    223
   410    250       2.141    480    105    155    300    123    167
   410    260       1.749    556     84    138    260    130    198
