m0_binning   41  200  600  10
m12_binning  27  140  400  10
NscanPoints  1107
    m0    m12      Xsec     nsel    n_a    n_d     sb     slsb     slsig
   440    250       1.991    731    127    193    452    175    242
   440    260       1.639    754    129    208    409    164    266
   440    270       1.361    815    121    153    389    150    258
   440    280       1.135    819    121    174    320    129    271
   440    290       0.941    792     76    202    322    107    289
   440    300       0.799    792     76    157    274    104    300
   440    310       0.671    818     75    178    270    110    265
   440    320       0.570    824     75    163    216     94    263
   440    330       0.488    844     65    190    231     89    255
   440    340       0.409    810     70    188    243     92    252
   440    350       0.347    818     92    200    213     60    265
   440    360       0.296    819     65    149    184     62    250
   440    370       0.255    792     50    169    190     62    271
   440    380       0.220    792     51    179    172     63    250
   440    390       0.190    754     48    150    167     38    267
   440    400       0.162    704     34    121    113     47    274
   450    140      27.430    184    100     42    360     71     26
   450    150      20.260    239     92     51    412     72     38
   450    160      15.230    258    100     62    425     77     57
   450    170      11.270    412    137     95    416    145     99
   450    180       8.816    449     92     89    435    119    114
   450    190       6.992    534     97    107    455    155    134
   450    200       5.539    570    116    132    445    147    171
   450    210       4.380    570    126    152    436    178    212
   450    220       3.538    647    141    164    496    167    189
   450    230       2.905    654    133    183    471    159    235
   450    240       2.386    665    123    181    459    165    204
   450    250       1.938    702    133    175    421    158    270
   450    260       1.595    767    150    183    416    167    250
   450    270       1.322    774    119    193    360    153    297
   450    280       1.112    773    108    180    383    127    252
   450    290       0.918    805     97    208    332    146    297
   450    300       0.776    820    110    164    302    118    262
   450    310       0.657    821     90    180    261     95    277
   450    320       0.553    863     77    183    275     76    261
   450    330       0.475    874     83    226    241     99    288
   450    340       0.397    842     76    193    250     97    264
   450    350       0.342    823     54    204    207     63    269
   450    360       0.294    779     59    198    194     68    272
   450    370       0.252    832     68    188    203     57    268
   450    380       0.215    812     44    181    197     63    269
   450    390       0.185    772     42    165    182     53    252
   450    400       0.160    737     33    130    162     48    296
   460    140      26.630    180     81     50    351     45     42
   460    150      19.550    245    128     49    415     73     49
   460    160      14.830    247     82     76    389     69     51
   460    170      11.200    318    118     67    446    108     64
   460    180       8.604    433    122    114    430    138    144
   460    190       6.739    480    124    110    452    151    141
   460    200       5.375    535    123    139    484    142    164
   460    210       4.257    555    123    126    493    148    178
   460    220       3.474    611    126    158    467    170    212
   460    230       2.814    640    122    153    494    173    233
   460    240       2.293    643    141    180    422    176    241
   460    250       1.896    683    132    197    464    150    203
   460    260       1.560    750    145    190    399    170    258
   460    270       1.298    756    121    174    401    122    251
   460    280       1.080    795    102    211    357    147    262
   460    290       0.904    828     96    187    339    145    274
   460    300       0.764    823     91    186    277    127    286
   460    310       0.638    836     84    169    288    108    283
   460    320       0.542    871     61    182    283     89    289
   460    330       0.458    873     73    186    292     90    271
   460    340       0.392    918     75    189    242     91    271
   460    350       0.336    871     57    215    211     69    289
   460    360       0.286    857     57    171    190     73    279
   460    370       0.248    815     55    190    194     66    253
   460    380       0.212    814     50    171    187     64    259
   460    390       0.181    845     56    169    154     60    243
   460    400       0.159    744     51    156    156     51    217
   470    140      26.310    182     84     47    332     61     36
   470    150      19.100    221     83     55    361     66     37
   470    160      14.430    248    102     63    397     83     61
   470    170      10.850    310    115     77    403     93     66
   470    180       8.249    465    109    100    441    130    109
   470    190       6.619    481    128    124    435    150    155
   470    200       5.230    494    133    119    423    162    161
   470    210       4.164    560    105    125    498    156    184
   470    220       3.381    606    128    150    464    142    221
   470    230       2.751    646    133    184    479    145    213
   470    240       2.250    636    158    173    456    173    236
   470    250       1.841    719    135    166    408    164    252
   470    260       1.526    772    142    159    407    148    255
   470    270       1.267    745    119    211    393    143    268
   470    280       1.059    795    129    201    340    144    289
   470    290       0.881    834    109    162    337    152    292
   470    300       0.747    850     84    182    320    116    297
   470    310       0.627    788     76    207    270    122    296
   470    320       0.534    857     73    206    253    111    346
   470    330       0.454    912    101    214    279    123    279
   470    340       0.385    856     56    206    260     91    302
   470    350       0.331    856     78    210    205     76    275
   470    360       0.281    890     49    192    218     67    269
   470    370       0.244    798     47    185    215     57    267
   470    380       0.207    830     45    193    198     59    269
   470    390       0.179    811     49    178    199     50    244
   470    400       0.154    755     43    164    161     47    285
   480    140      25.550    191     93     46    331     53     23
   480    150      18.830    225     90     68    391     62     42
   480    160      14.090    275    120     75    408     76     65
   480    170      10.630    314    112     64    446     95     65
   480    180       8.258    354    113     78    465    123     86
   480    190       6.405    477    130    111    442    138    149
   480    200       5.124    518    107    126    394    165    170
   480    210       4.061    549    119    133    429    176    159
   480    220       3.285    571    122    121    452    146    212
   480    230       2.662    663    122    155    417    166    217
   480    240       2.190    652    137    147    408    200    189
   480    250       1.790    677    122    190    434    179    226
   480    260       1.490    685    115    200    414    156    253
   480    270       1.221    722    101    195    369    168    286
   480    280       1.026    760     98    189    358    154    290
   480    290       0.857    800    104    191    351    152    276
   480    300       0.728    861     77    181    305    125    285
   480    310       0.614    777     72    199    312    149    297
   480    320       0.518    837     86    201    288    116    314
   480    330       0.443    989     79    233    289    120    322
   480    340       0.376    887     70    217    241     92    297
   480    350       0.321    868     73    193    276     86    313
   480    360       0.277    854     79    189    183     75    278
   480    370       0.239    807     60    200    188     65    290
   480    380       0.206    812     60    196    177     57    263
   480    390       0.177    805     59    166    161     60    230
   480    400       0.152    767     45    176    173     46    242
   490    140      25.130    200     98     52    322     57     26
   490    150      18.240    224    105     67    367     65     50
   490    160      13.740    251    117     68    418     77     55
   490    170      10.310    278    112     56    398     99     88
   490    180       8.119    355    100     91    460     94     74
   490    190       6.265    456    124     98    418    145    134
   490    200       4.949    514    111    114    436    145    144
   490    210       3.989    536    115    142    398    137    199
   490    220       3.223    620    139    134    400    158    185
   490    230       2.608    641    110    156    431    182    227
   490    240       2.112    670    153    184    444    175    245
   490    250       1.753    675     98    171    402    177    236
   490    260       1.446    711    104    185    403    170    263
   490    270       1.202    739    114    205    380    161    271
   490    280       1.016    789    108    179    368    154    273
   490    290       0.841    798    115    183    352    150    292
   490    300       0.712    804     84    216    312    140    291
   490    310       0.601    865     82    201    306    109    288
   490    320       0.510    919     79    196    277    154    317
   490    330       0.439    942     89    217    269    114    345
   490    340       0.372    881     68    242    276     98    330
   490    350       0.317    888     73    201    232    104    342
   490    360       0.271    880     64    202    225     75    292
   490    370       0.236    841     57    175    212     59    297
   490    380       0.200    822     61    195    157     68    275
   490    390       0.173    756     43    177    188     48    266
   490    400       0.151    803     45    170    163     56    250
   500    140      24.520    176     77     37    343     52     33
   500    150      17.780    229    107     59    386     55     36
   500    160      13.290    246    103     53    359     65     63
   500    170      10.260    278    102     64    371     90     68
   500    180       7.906    292    122     87    409    110     68
   500    190       6.218    403    115     75    439    111     99
   500    200       4.859    478     93    101    431    159    185
   500    210       3.815    502    122    111    386    138    189
   500    220       3.141    603    112    140    408    170    192
   500    230       2.550    645    115    149    432    149    217
   500    240       2.072    653    114    153    386    178    214
   500    250       1.719    626    122    166    416    166    254
   500    260       1.411    682    128    173    366    169    284
   500    270       1.184    734    108    173    392    164    311
   500    280       0.984    795    108    190    360    146    256
   500    290       0.826    791     92    165    357    142    297
   500    300       0.695    832     95    190    354    135    307
   500    310       0.586    814     73    186    297     96    297
   500    320       0.496    839    101    208    280    120    275
   500    330       0.426    876     75    241    309    102    302
   500    340       0.362    913     81    204    272    117    344
   500    350       0.312    921     66    195    251     82    325
   500    360       0.268    925     70    206    234     86    294
   500    370       0.227    827     43    179    228     63    261
   500    380       0.196    818     58    197    171     65    251
   500    390       0.171    812     48    189    169     56    235
   500    400       0.147    805     37    176    171     47    267
   510    140      24.070    172     78     41    307     58     25
   510    150      17.620    193     88     47    330     64     48
   510    160      13.110    240    106     75    362     86     48
   510    170       9.951    278     90     80    410    103     47
   510    180       7.677    348    107     77    429    101     71
   510    190       5.984    362    119     96    410    118    106
   510    200       4.700    482    120    121    399    141    172
   510    210       3.750    488    134    129    426    157    169
   510    220       3.046    580    118    128    420    139    205
   510    230       2.463    595    135    147    385    150    202
   510    240       2.030    602    110    155    415    153    251
   510    250       1.663    627    130    162    408    178    225
   510    260       1.381    700    118    150    450    150    241
   510    270       1.147    723    115    181    410    164    247
   510    280       0.965    765    110    203    358    159    263
   510    290       0.812    789    106    198    338    123    310
   510    300       0.682    834     91    166    357    132    307
   510    310       0.574    816     89    183    322    120    324
   510    320       0.493    822     86    190    303    117    305
   510    330       0.422    909     81    245    296    119    353
   510    340       0.356    878     83    223    274    108    313
   510    350       0.307    855     77    219    230    100    355
   510    360       0.265    883     68    202    202     96    339
   510    370       0.224    854     74    190    224     69    281
   510    380       0.193    914     55    166    212     72    273
   510    390       0.167    812     47    201    182     51    284
   510    400       0.144    806     38    184    167     60    263
   520    140      23.810    182     88     37    306     55     21
   520    150      17.250    213     93     55    330     65     32
   520    160      12.790    249    104     57    379     93     45
   520    170       9.679    267    124     68    388     90     68
   520    180       7.500    319     99     71    403    106     86
   520    190       5.863    378    125     98    403    106     99
   520    200       4.689    391    118     81    458    125     95
   520    210       3.678    524    113    110    417    182    193
   520    220       3.000    557    124    132    375    160    198
   520    230       2.414    600    119    141    412    151    187
   520    240       1.992    574    122    166    406    155    229
   520    250       1.639    589    138    178    385    157    230
   520    260       1.357    656    127    178    372    152    252
   520    270       1.130    736    116    160    383    164    257
   520    280       0.944    703    115    207    366    148    299
   520    290       0.796    814    105    188    340    153    273
   520    300       0.669    817     99    202    324    150    297
   520    310       0.565    831     82    174    315    135    325
   520    320       0.481    862     79    191    290    127    368
   520    330       0.409    918     87    211    287    102    350
   520    340       0.350    880     83    218    291    108    331
   520    350       0.303    962     81    228    266    103    344
   520    360       0.259    879     72    201    233    102    299
   520    370       0.220    844     70    206    233     91    325
   520    380       0.192    905     51    204    166     61    287
   520    390       0.166    831     55    164    183     63    250
   520    400       0.143    784     43    167    135     64    280
   530    140      23.270    187     71     34    322     52     28
   530    150      16.700    192     93     51    327     75     35
   530    160      12.560    271     96     58    363     72     54
   530    170       9.525    305    106     53    392     84     75
   530    180       7.318    302     98     69    397     87     64
   530    190       5.763    359    107     74    415    123     96
   530    200       4.534    406    105     90    430    107    106
   530    210       3.578    513    118    108    408    143    177
   530    220       2.907    489     97    117    390    154    177
   530    230       2.356    588    104    142    395    160    194
   530    240       1.924    514    126    146    403    183    229
   530    250       1.597    565    104    156    392    164    240
   530    260       1.334    664     99    167    381    174    249
   530    270       1.106    712    108    166    356    161    283
   530    280       0.930    766    117    192    378    149    255
   530    290       0.773    768     95    182    342    132    301
   530    300       0.657    811     97    197    326    132    296
   530    310       0.553    795     68    193    319    127    328
   530    320       0.474    859     86    211    278    101    297
   530    330       0.398    875    108    230    317    124    334
   530    340       0.346    923     74    218    320    116    356
   530    350       0.295    959     91    218    247    136    336
   530    360       0.253    930     94    189    244     91    347
   530    370       0.218    873     79    219    194     70    304
   530    380       0.188    876     58    199    188     72    315
   530    390       0.161    818     66    198    221     85    304
   530    400       0.139    802     30    180    175     59    270
   540    140      22.610    195     75     46    331     44     31
   540    150      16.530    214     89     51    350     74     34
   540    160      12.190    240     85     47    374     71     47
   540    170       9.334    304     95     61    383     88     58
   540    180       7.143    324    101     76    433     92     79
   540    190       5.665    353    114     90    423    126     95
   540    200       4.479    366    111     98    429    124    104
   540    210       3.494    495     96    121    398    163    180
   540    220       2.843    578    117    130    366    151    171
   540    230       2.287    570    102    131    373    151    207
   540    240       1.890    572    116    145    377    151    203
   540    250       1.570    572    134    131    392    160    208
   540    260       1.285    647    126    142    371    149    229
   540    270       1.084    654    122    189    370    146    258
   540    280       0.897    750     87    175    347    161    264
   540    290       0.762    772     76    176    327    134    278
   540    300       0.648    778     86    188    326    123    285
   540    310       0.541    818     75    204    298    128    301
   540    320       0.460    859     86    206    293    116    336
   540    330       0.394    848    106    211    324    140    335
   540    340       0.338    857     88    224    269    119    333
   540    350       0.287    942     90    227    239     95    351
   540    360       0.247    892     67    227    259    101    340
   540    370       0.214    926     68    197    237     77    306
   540    380       0.185    866     56    183    202     93    329
   540    390       0.159    843     54    198    198     69    287
   540    400       0.140    852     42    165    159     55    252
   550    140      22.410    169     69     40    287     47     24
   550    150      16.080    226     74     54    312     67     28
   550    160      12.140    254     94     58    368     71     54
   550    170       9.055    279     91     72    376     87     57
   550    180       7.040    318     91     75    407     86     60
   550    190       5.536    373     88     97    371    122     83
   550    200       4.317    362    135     83    400    121    126
   550    210       3.513    444    117    101    405    117    117
   550    220       2.787    540    104    121    400    146    172
   550    230       2.268    559     98    121    366    137    226
   550    240       1.862    524    115    130    343    143    213
   550    250       1.515    559    119    131    375    167    210
   550    260       1.257    622    109    168    345    178    233
   550    270       1.064    665     96    157    356    157    216
   550    280       0.887    675    107    164    346    128    260
   550    290       0.738    691    109    169    320    147    318
   550    300       0.634    775     80    186    308    142    343
   550    310       0.528    799     69    192    302    132    315
   550    320       0.451    822     79    211    299    138    319
   550    330       0.384    864     79    246    315    118    347
   550    340       0.335    963     92    226    285    127    329
   550    350       0.284    896     81    219    261    103    348
   550    360       0.244    890     85    210    263    107    359
   550    370       0.210    897     64    197    234    101    358
   550    380       0.182    929     60    178    226     65    331
   550    390       0.157    888     49    189    196     80    281
   550    400       0.136    777     55    189    192     59    262
   560    140      21.870    162     84     38    290     56     25
   560    150      15.930    193     87     56    337     62     35
   560    160      11.790    251     94     58    328     78     40
   560    170       8.974    278     95     69    373     85     64
   560    180       6.912    290    106     75    414     69     82
   560    190       5.405    344    103     84    347    104     65
   560    200       4.263    369     96     77    380    134    112
   560    210       3.379    405    101     71    372    113    113
   560    220       2.716    499    104    131    400    157    190
   560    230       2.211    538    112    123    365    127    218
   560    240       1.825    543    119    144    314    153    212
   560    250       1.481    540    124    146    359    160    223
   560    260       1.251    610    110    159    348    160    238
   560    270       1.032    633    107    174    338    139    227
   560    280       0.869    682    122    166    358    151    266
   560    290       0.731    684     96    163    305    140    278
   560    300       0.622    807     68    175    301    137    293
   560    310       0.523    799    103    179    300    108    326
   560    320       0.442    818     76    180    295    131    322
   560    330       0.383    868    114    213    297    117    331
   560    340       0.323    871    109    235    290    142    313
   560    350       0.278    901     76    195    266    106    323
   560    360       0.238    882     73    222    239     98    338
   560    370       0.205    875     47    186    259     98    322
   560    380       0.176    867     60    196    203     92    305
   560    390       0.154    855     52    173    200    101    304
   560    400       0.134    831     68    173    184     67    325
   570    140      21.740    159     87     42    295     42     25
   570    150      15.680    199     70     52    330     51     36
   570    160      11.630    258     90     63    338     81     48
   570    170       8.830    284     94     72    384     82     61
   570    180       6.762    314     94     63    387     90     70
   570    190       5.266    322     85     72    377    103     85
   570    200       4.139    346     95     91    409     94     81
   570    210       3.350    434    106     87    411    123    108
   570    220       2.699    427    104    106    409    134    137
   570    230       2.160    542     85    140    372    147    197
   570    240       1.778    536    112    140    341    153    211
   570    250       1.472    559    102    131    354    144    195
   570    260       1.219    599     98    142    344    149    231
   570    270       1.007    634    120    166    328    140    260
   570    280       0.852    653     98    151    324    149    279
   570    290       0.719    639     97    157    329    123    280
   570    300       0.607    709     85    196    293    139    286
   570    310       0.512    812     82    182    290    134    307
   570    320       0.438    818     91    170    251    120    348
   570    330       0.374    847     95    221    313    114    314
   570    340       0.316    870    106    233    301    118    306
   570    350       0.277    919     93    217    297    102    334
   570    360       0.237    863     83    210    223    121    404
   570    370       0.204    942     93    164    254     94    330
   570    380       0.175    898     65    187    209     90    310
   570    390       0.151    892     57    196    198     90    306
   570    400       0.132    864     52    171    181     67    302
   580    140      21.200    164     63     45    291     45     32
   580    150      15.260    196     93     54    316     46     30
   580    160      11.450    262     91     65    325     60     37
   580    170       8.642    254     79     67    353     83     61
   580    180       6.588    295     86     69    364     97     76
   580    190       5.171    352    119     76    375    102     85
   580    200       4.080    359     97     72    381    107     91
   580    210       3.279    401     87     84    388    120    125
   580    220       2.626    466    100     86    412    141    120
   580    230       2.112    511     92    107    388    181    203
   580    240       1.739    502    116    132    332    139    206
   580    250       1.414    531    100    139    341    152    217
   580    260       1.198    568    102    146    306    160    217
   580    270       0.989    584    105    148    325    157    270
   580    280       0.827    658    102    155    334    139    251
   580    290       0.705    700     86    194    334    149    291
   580    300       0.593    739     69    156    304    143    295
   580    310       0.500    767     92    209    284    137    270
   580    320       0.431    797     78    186    307    122    327
   580    330       0.365    882     94    223    331    102    336
   580    340       0.312    813     86    226    291    129    317
   580    350       0.267    869     79    190    283    115    380
   580    360       0.230    833     79    231    252    108    297
   580    370       0.200    859     85    193    242     97    331
   580    380       0.171    871     69    207    211     81    337
   580    390       0.148    873     44    202    203     79    322
   580    400       0.130    886     57    185    178     70    320
   590    140      20.940    162     77     47    298     49     26
   590    150      15.270    220     70     47    315     50     41
   590    160      11.200    234     89     44    346     74     43
   590    170       8.494    257     99     66    396     91     52
   590    180       6.541    282     97     78    333    100     72
   590    190       5.141    318     97     69    365    103     92
   590    200       4.000    373     97     68    418    127     72
   590    210       3.206    357    100    110    386    107    101
   590    220       2.579    375    106     97    374    129    137
   590    230       2.097    454    102     87    377    144    146
   590    240       1.719    463    104    123    342    129    187
   590    250       1.404    464    112    133    353    160    213
   590    260       1.172    550     85    137    369    150    211
   590    270       0.976    552    110    149    316    125    265
   590    280       0.821    566     97    165    295    144    244
   590    290       0.695    657     71    149    320    139    299
   590    300       0.579    735     82    191    308    128    300
   590    310       0.491    752     65    184    298    144    301
   590    320       0.421    750     65    182    285    130    318
   590    330       0.360    891     91    223    312    114    313
   590    340       0.306    903     76    216    317    116    357
   590    350       0.266    894     74    193    259     97    342
   590    360       0.228    871     60    236    276     98    364
   590    370       0.195    880     75    217    249    105    333
   590    380       0.169    895     78    203    224    106    347
   590    390       0.148    839     67    200    200     84    340
   590    400       0.127    863     62    176    203     90    318
   600    140      20.550    161     74     37    274     47     22
   600    150      14.980    200     57     39    319     51     39
   600    160      11.110    217     97     58    340     60     43
   600    170       8.379    259     77     65    352     81     61
   600    180       6.402    273     90     73    330     91     68
   600    190       5.039    315    117     59    353    101     73
   600    200       4.005    356    110     87    346    104    104
   600    210       3.172    405     96     89    361    103    107
   600    220       2.545    426     95    100    382    117    134
   600    230       2.066    444    102    102    354    130    131
   600    240       1.680    502    107    132    351    151    205
   600    250       1.372    455     81    148    304    150    210
   600    260       1.140    540     86    148    307    146    242
   600    270       0.960    544     99    156    300    129    217
   600    280       0.809    581     95    163    335    116    267
   600    290       0.668    638     88    162    316    149    243
   600    300       0.572    643     90    152    285    119    285
   600    310       0.487    741     86    183    320    145    307
   600    320       0.409    774     85    188    266    120    304
   600    330       0.357    792     91    217    297    130    327
   600    340       0.302    888     92    229    283    108    345
   600    350       0.262    778     94    214    280    115    328
   600    360       0.225    883     84    204    255    122    310
   600    370       0.191    837     66    197    230    111    343
   600    380       0.167    833     63    212    236     97    341
   600    390       0.145    837     66    184    226     80    330
   600    400       0.125    801     50    195    188     88    334
