Nm3jbins 5
m0_binning   50  10  500  10
m12_binning  26  100  350  10
NscanPoints  1300
    m0    m12      Xsec     nsel    n_a    n_d      sb1     sb2     sb3     sb4     sb5  slmsb1  slmsb2  slmsb3  slmsb4  slmsb5   slsb1   slsb2   slsb3   slsb4   slsb5  slsig1  slsig2  slsig3  slsig4  slsig5
   130    280       2.235    716     37    154       14      29      49      27      12      10       8      13       5       7       6      13      20       8       7      33      69     105      69      32 
   130    290       1.831    765     32    153       13      33      30      35      14       3       5      13       5       7       3       8       9       5       2      38      47     106      81      32 
   130    300       1.516   1021     64    260       20      36      53      52      17       5       4      14      12       4       6      12      18      16       5      45      52     119      69      34 
   130    310       1.249   1170     83    285       26      33      70      46      23       6      10      13       8       1       7      13      17      11       8      27      57      89      52      31 
   130    320       1.030   1196     50    309       22      38      58      37      24       4      11      10       8       4       6      10      13       8       6      36      62     113      61      39 
   130    330       0.867   1179     54    284       18      42      62      42      15       1       6       6       7       3       8       6      14      13       3      35      55     111      60      35 
   130    340       0.721   1135     49    297       14      26      61      32      17       3       3      14       8       2       7       7      23      11       6      35      61      99      50      39 
   130    350       0.613   1224     52    249       14      30      66      31      16       3       6      11       1       4       8       6      14       5       6      37      58      83      56      35 
   140    100    7348.000     12      1      3        0       1       4       2       0       1       2       2       0       0       0       1       1       0       0       1       0       1       0       0 
   140    110    1776.000     36     13     11        6       7      11       9       5       0       1       2       2       1       1       0       1       1       1       1       0       5       1       3 
   140    120     210.600    306     63     72       22      48      83      28      20       7       9      23      13       3      11       8      15       8       4       8      14      16       9       5 
   140    130     126.900    406     57     71       34      50      77      44      23       9      11      17       8       3       8      18      18       9       6       9      21      21      12       7 
   140    140      84.650    476     74     88       34      51      81      47      27       9      10      22      10       3       8      14      14      10       2      12      19      36      10      11 
   140    150      58.950    516     62    104       28      53      99      52      23       9      12      19       9       3      10      11      17       8       4      14      24      38      18       9 
   140    160      43.090    533     63    111       29      43      75      64      28       4      12      13      12       5       8      11      14      10       6      17      19      31      18      12 
   140    170      31.630    577     62    128       27      61      77      44      16       4       9      19       6       4      10      12      24      15       5      25      22      54      26       9 
   140    180      23.760    621     53    114       34      50      67      41      12       8      11      20      16       7      10      13      26       9       4      11      32      37      21      16 
   140    190      18.120    686     59    130       20      49      64      39      16       7       5      17       7       6       3      10      17      11       7      26      35      57      37       9 
   140    200      13.750    697     53    113       26      55      66      41      20       5       7      13       9       5       8      11      21      14       3      18      45      66      40       9 
   140    210      10.630    757     46    147       19      49      55      34      11       4       7      20       8       4       7      13      27      11       7      25      43      62      39      19 
   140    220       8.274    756     46    141       24      37      59      43      19       5      14      13       8       5       6      15      20      14       8      36      44      73      44      18 
   140    230       6.528    761     47    135       23      37      66      45      16       4      10      15       5       2       6      16      18       3       4      33      59      85      36      22 
   140    240       5.155    788     53    138       17      38      50      30      19       3       8      16       9       0      17       6      28      13       2      33      59      84      38      27 
   140    250       4.148    737     54    158       16      31      40      44      11       6       8      27      13       7       8      11      36      14       7      55      61      98      62      31 
   140    260       3.344    720     43    160       20      25      43      45      11       5       9      18       8       4      11      13      20      16       8      30      69      99      59      21 
   140    270       2.709    697     40    159       17      37      32      41      14       2       5      19       5       5      12       7      22      11       8      37      55      97      57      39 
   140    280       2.218    776     38    173       19      36      43      29      13       6      14      11      12       1       8       8      20      15       5      33      48      95      61      23 
   140    290       1.794    760     43    167       24      31      44      31      14       8       9      17       4       5       3      12      21       9       7      45      64     106      62      28 
   140    300       1.503   1180     56    249       28      37      79      44      26       6      16      17      12       4       8      17      22      16       9      31      53      86      64      26 
   140    310       1.226   1172     76    258       24      44      56      32      14       4       4      16       4       3       5      13      23      11       5      32      60      90      67      33 
   140    320       1.029   1268     62    275       24      45      50      43      15       3       9      13       0       5       7      15      11      14       7      39      70     112      72      22 
   140    330       0.864   1159     50    256       21      57      54      38      14       4      10      14       8       4       6      12      15      13       2      32      64      85      61      36 
   140    340       0.720   1246     48    287       16      29      58      31      15       4       5       8       4       3       4       8      18       3       4      33      59     118      75      30 
   140    350       0.610   1245     60    307       16      26      49      30      14       1       7      10      10       5       3      13      15       4       3      45      59      88      75      47 
   150    100    6950.000     11      7      3        1       1       5       4       4       0       2       2       1       0       0       1       2       2       0       0       0       3       0       0 
   150    110    1435.000     56     13     22        3       9      18       6       3       0       2       4       2       0       3       3       5       1       1       1       3       3       2       1 
   150    120     205.400    317     66     70       31      61     102      57      18       7      12      25      13       8       9       8      17       9       2       5      16      27       9       1 
   150    130     122.300    391     83    109       33      63     107      41      20      10      13      22      13       5       6      13      26      14       3       8      19      21      15      10 
   150    140      82.430    481     70    111       34      63     111      58      19       4      17      22      11       2      10      13      25      13       5      11      17      26      24      11 
   150    150      57.620    563     67    114       38      72      93      51      25       4       9      21      16       8       9      13      16      13       7      13      27      30      31       6 
   150    160      41.470    595     64    142       27      47      97      44      29       9      12      26       9       1      14      18      19       6       7      17      25      52      19      10 
   150    170      30.880    606     59    124       32      61      81      49      23      10      13      23      11       5      11       7      19       9       7      20      24      50      22      17 
   150    180      23.250    662     65    148       30      47      77      53      20       9      10      14      15       5      14      16      16      18       5      15      39      44      30      10 
   150    190      17.500    726     55    147       28      46      72      44      27       9       7      17      11       6       7      10      21       9       8      23      37      52      30      15 
   150    200      13.490    689     57    132       18      54      64      32      16       6      10      11       6       4      10      21      24       7       1      31      31      60      31      13 
   150    210      10.370    723     65    170       27      41      71      43      23       3       7      16       8       3       9      21      18       7       2      22      35      83      44      20 
   150    220       8.142    760     63    185       27      49      63      37      27       3      13      16      12       6       7      20      16      13       7      22      52      72      43      15 
   150    230       6.437    840     60    166       16      49      56      33      20       4      10      11       9       3      10       8      29      14       7      33      55      68      54      13 
   150    240       5.146    795     64    177       20      46      62      40      21       4      17      13       8       3      11      15      18      13       3      30      61      74      61      17 
   150    250       4.101    903     53    197       23      51      82      41      21       5      12      17      15       0      13      19      23      16       5      28      50      87      45      24 
   150    260       3.288    643     36    148       13      34      51      21      10       6       8      17       8       4       7      20      29      15       5      47      50     117      60      36 
   150    270       2.668    775     39    171       14      20      39      29      12       6      10      11      10       4       8      20      18      12      10      38      53     104      48      36 
   150    280       2.171    823     50    163       22      20      47      30      11       5       7      19      11       4       9      14      24      13      10      48      63      94      65      24 
   150    290       1.783    783     37    147       14      28      41      22      15       5      10      11       7       4      11      12      10       9       5      38      55      98      61      36 
   150    300       1.474   1232     71    324       25      39      67      33      16       4      13      14       9       2      12      11      16      10       8      43      49     108      57      36 
   150    310       1.211   1278     64    312       22      51      77      46      21       2      14       9      10       6       5       9      16       7       8      39      58     111      63      35 
   150    320       1.016   1250     66    294       19      37      72      30      16       3       9       6      11       3       5       9      21      13       3      46      46      81      75      29 
   150    330       0.838   1254     61    290       18      59      75      47      21       4       8       6       3       5       7       8      13      11       3      25      61      96      64      34 
   150    340       0.700   1263     46    296       23      34      56      36      23       5      11      11       6       6       3      11      12       5       1      29      72     100      65      27 
   150    350       0.594   1266     49    304       22      36      54      37      20       4       4      11       5       2       6       4      12       8       5      31      49     107      72      40 
   160    100    6605.000     11      4      4        0       3       1       3       2       1       4       2       1       1       0       1       1       0       0       0       0       0       1       2 
   160    110    1047.000     85     21     21       11      14      27      11       1       4       6      10       7       2       1       4       3       1       2       4       3       3       1       1 
   160    120     194.900    310     90     76       24      62     118      51      17      11      17      22      13       1       9      13      25       8       8       8      12      17      10       4 
   160    130     117.900    418    106    118       47      78     128      66      22       8      19      25      15       5       9      12      21       7       6       9      14      32      16       5 
   160    140      78.900    510     79    131       25      64     116      58      28      16      21      25      12       9       6      16      17      14       8      17      25      28      25       9 
   160    150      55.650    573     94    154       34      59      99      62      18       8      15      29       9       1       3       9      16      10       8      23      20      41      21       9 
   160    160      39.830    625     87    141       27      55      93      44      30      16       8      22      11       5      12      20      14      18       8      17      32      42      20       8 
   160    170      29.970    640     73    162       37      65     101      50      30      11      21      10      15       5      15      18      37      14       9      18      26      47      29      11 
   160    180      22.220    665     79    162       32      62      89      36      28       5      13      14       9       6       7      15      18      16       1      28      41      49      26      10 
   160    190      17.100    678     65    178       30      56      82      42      21      10       5      17       9       4       7      16      19      12       3      16      37      47      31      15 
   160    200      13.050    717     65    146       26      55      70      47      23       5      12      21       3       3       9       8      20      13       7      13      40      60      37      13 
   160    210      10.300    777     63    157       27      42      65      40      20       5      13      15      13       3       9      12      24      11       8      21      40      77      41      19 
   160    220       8.025    772     50    157       28      40      70      42      23       9      12      17      11       6      11      23      22       9       5      31      45      82      32      17 
   160    230       6.330    897     60    172       13      47      61      36      19       3      11      15       9       5       8      19      18      13       3      29      54      80      45      22 
   160    240       5.034    889     48    191       22      38      76      54      19       2       3      16      10       4       8      14      14      14       7      30      53      73      50      24 
   160    250       4.024    843     70    221       41      43      73      43      18       4      12      26       4       5      15      17      25      10       7      25      52      93      38      14 
   160    260       3.260    922     53    222       16      44      58      46      18       7      16      18      11       7       7      16      20      14       4      31      43      83      47      32 
   160    270       2.632    930     70    243       22      56      58      43      21       6      12      20       2       7       9      12      26      12       6      25      56      91      43      26 
   160    280       2.121    904     52    199       17      39      46      38      21       7       8      19      12       3       8      12      21      14       3      34      73     107      66      37 
   160    290       1.758    818     42    190       20      29      52      28      13       5       8       9       7       6       9      13      20      13       5      26      59      99      53      35 
   160    300       1.455   1293     63    320       28      49      69      51      17       1       7      18       8       7      11      17      24      13       4      44      79      83      60      36 
   160    310       1.202   1252     70    342       30      40      73      34      22       6       7      10       8       4       7      14      21      12       9      40      57     112      63      38 
   160    320       0.991   1203     64    293       32      39      66      39      18       7       4       3       8       2       4      15      20      10       7      27      73     114      59      27 
   160    330       0.829   1289     55    319       19      37      58      47      21       5       6      11      10       4       5      12      20       7       9      30      59     116      65      27 
   160    340       0.697   1235     42    355       27      32      59      41      18       6       4      13       2       8       3      11      14       5       5      36      46     103      68      31 
   160    350       0.586   1263     59    296       16      35      50      39      15       4       3       7       5       3       8       7      19      12       4      32      60     103      58      39 
   170    100    6061.000     11      8      3        1       3       4       2       0       0       1       1       1       0       0       0       0       1       1       0       0       4       0       0 
   170    110     723.000    110     33     37       13      20      43      28      12       2       5      15       4       2       5       1       7       5       1       2       9       6       6       2 
   170    120     186.000    361     88     93       29      47     101      58      22       8      18      27      12       6       7      11      19      11       5       7       7      13       9       4 
   170    130     113.700    467    121    127       42      76     140      66      34       4      17      30      19       3       5      17      22      13       4       8      22      24      13       4 
   170    140      76.940    554    111    140       47      75     135      72      25       8      17      21       6      10      10      13      33      15       5      11      22      43      17       8 
   170    150      53.690    669     99    170       45      72     106      70      30       3      14      20       9       2      14      14      13      13       5      13      27      54      19       5 
   170    160      39.200    677     86    160       39      79     106      55      25       8      14      22      12       4      12      12      31      19       5      24      33      46      20      14 
   170    170      29.050    706     68    153       24      53      83      64      10       4      20      18      11       4      11       9      31      13       5       9      32      57      16      10 
   170    180      21.780    781     80    176       37      58      83      47      25       5      16      12       9       6      13      15      17       6       4      13      37      47      33      13 
   170    190      16.820    745     70    164       31      47      86      44      18       4      14      16      13       6       7      13      19       5       3      30      40      55      33      14 
   170    200      12.750    724     48    164       24      48      58      58      19       5      19      19      11       7       5      13      21      11       9      28      35      63      33      16 
   170    210       9.982    767     81    164       27      58      72      43      25       8       6      16      11       6      14      13      23      12       4      31      45      65      39      14 
   170    220       7.814    820     59    184       25      47      77      41      16       4       8      14      13       2       8      16      20      10       4      34      53      62      33      21 
   170    230       6.196    880     59    182       33      51      61      46      22       8       8      24       7       7       7      16      17       9       3      25      58      76      49      16 
   170    240       4.935    932     50    179       26      52      66      52      17       8       7      16       8       3       4      14      24       8       6      37      52     100      42      35 
   170    250       3.947    894     76    226       26      38      83      49      23       7       8      18      13       5      12      16      21      15       5      30      49      76      47      26 
   170    260       3.188    942     60    236       22      42      66      35      20       6      18      13       7       7       5      10      25      17       5      29      52      68      44      24 
   170    270       2.589    980     62    239       24      44      57      42      20       4       7       9       3       3       7      13      23      14       5      32      51      79      40      17 
   170    280       2.084   1020     62    256       16      36      56      38      29       5       8      19       8       2       5      17      21       6       8      39      43     104      42      14 
   170    290       1.711    971     42    251       16      36      57      41      23       3      10      12      11       0       5      10      16       9       5      37      69      93      48      34 
   170    300       1.417   1370     84    348       24      47      83      58      19       6      15      15      10       6       6      18      15      12       7      34      69      92      64      37 
   170    310       1.183   1367     73    341       22      48      72      32      21       4       9       7      10       4       3       7      27      10       9      36      64     115      51      24 
   170    320       0.983   1327     63    333       25      49      84      53      14       7      12      10       4       2       4      18      19      14       6      37      52     100      56      30 
   170    330       0.813   1386     61    335       22      42      75      34      21       5       5       6       8       4       4      21      20       7       4      45      76     110      73      31 
   170    340       0.683   1243     70    332       18      47      62      44      23       2       6       9       6       2       9       9      10       6       7      37      64      95      64      36 
   170    350       0.571   1348     55    319       30      37      57      38      21       2       6      13       6       3       4       6      15      10       4      36      66     107      75      26 
   180    100    5553.000     12      9      9        0       2       5       5       0       0       0       3       0       0       0       0       1       0       2       2       1       1       2       1 
   180    110     542.800    123     38     38       22      27      50      28       6       6      13      14       8       2       5       4      14       6       2       1       2       9       3       1 
   180    120     175.900    336     91    113       29      67     112      71      25       7      21      23      13       5       6      13      24      11       6       8      10      28      14       4 
   180    130     110.500    464    129    130       35      90     144      78      25      15      13      34      11       5      13      12      16      14       5      13      23      30      13       4 
   180    140      73.640    591    124    149       46      96     145      84      30       7      23      35      13      11      13      16      24      11       9       7      25      41      19      11 
   180    150      51.620    694    108    195       40      83     116      67      33      16      19      27      12       3      14      21      23      18       7      13      28      47      16       7 
   180    160      38.050    699    111    173       46      68     128      65      30       7      13      34       3       6      14      20      25      13       3      15      31      55      26       8 
   180    170      28.310    823     81    163       45      65     112      59      27       8      12      24       8       1      10      16      32      13       4      19      34      43      27      13 
   180    180      21.080    779    103    173       31      72      92      59      34       7       9      24      10       3       8      17      31      17       3      21      33      53      30      13 
   180    190      16.220    791     79    176       34      56      89      52      28      10      15      16      10       4       9      13      26      15       0      29      38      53      27      18 
   180    200      12.420    826     71    193       41      60      78      56      17       8      12      21       7       5       9      16      28       9       5      31      43      55      19      13 
   180    210       9.718    877     69    166       33      58      68      50      21       5       5      15      11       4       6      13      17      12       4      30      42      67      27      19 
   180    220       7.529    871     66    195       31      39      62      49      13      11       4      21      11       4      11      15      29      11       7      31      47      92      37      18 
   180    230       6.044    881     69    173       28      43      74      44      17      11      13      14       7       9       9      22      23      11       5      19      59      75      50      16 
   180    240       4.791    893     63    208       29      50      56      44      27       7       5      15       4       2      13      13      24       8       8      29      53     103      43      26 
   180    250       3.899    983     65    214       29      43      84      32      21       6      12      17      14       1       8      18      21      16       4      24      55      93      54      22 
   180    260       3.103   1001     64    234       24      38      72      48      23       2      10      19       5       3       6      11      21      11       5      24      59      77      38      27 
   180    270       2.518   1017     85    251       16      37      76      45      21       5      10      13      11       2       8      20      18      11       8      30      36      91      47      23 
   180    280       2.065   1017     71    255       30      40      61      37      17       4      12      19       5       7       6      12      18       7       9      43      59      83      36      26 
   180    290       1.681   1063     58    246       26      38      53      34      11       1       8      13       7       3      10      14      18      10       3      26      61      98      60      23 
   180    300       1.380   1310     96    352       35      54      85      54      32       3       5      19       4       5      13      21      25      18       7      41      52     114      73      27 
   180    310       1.146   1381     67    347       29      51      75      43      19       2       5      15      10       1       7      14      14      16       3      54      70      99      57      24 
   180    320       0.956   1357     81    336       19      37      76      52      23       4       8      13       5       2       4       6      20       9       5      46      85      95      73      30 
   180    330       0.802   1355     56    343       34      50      74      55      22       2       6      10       8       3       7       8      21       9       7      26      75     117      69      27 
   180    340       0.677   1394     62    320       23      32      59      45      16       6       7       5      13       1       6       7      11      11       5      39      61     104      76      30 
   180    350       0.567   1357     63    280       24      38      56      36      24       3       2      11       5       3       6       8      20      11       2      40      53     104      70      42 
   190    100    4983.000      8      4      4        5       4       5       2       3       0       2       1       1       0       0       1       0       0       0       0       2       1       1       1 
   190    110     443.300    160     63     52       12      48      57      29      11       5       9      17       5       4       2       6      11       7       2       2       5       9       5       5 
   190    120     168.700    339     95    103       37      63     126      63      16      11      13      19       9       5      11       9      31      10       1      11      16      26       9       3 
   190    130     105.500    478    134    154       52      90     135      80      37      10      22      28      17       2      19      18      28      15       5      15      17      24      24       3 
   190    140      71.930    608    143    176       57      89     167      74      18      11      17      34      16       4       8      27      38      13       9      20      31      39      22       6 
   190    150      50.400    734    131    162       48     105     141      65      30       7      20      40      11       9      14      25      36      12       6      31      39      55      16       8 
   190    160      37.000    783    108    173       42      96     136      79      28      12      23      25      13       6      11      22      37      13       5      24      37      46      22      14 
   190    170      27.320    867    120    172       43      69     121      61      24      11       9      17       7       2      13      18      44      14       5      37      45      45      37      13 
   190    180      20.510    865    106    183       35      65     120      56      27       9      15      19       7       7      12      24      29      13       9      26      39      42      37      11 
   190    190      16.020    842     84    192       47      64      99      44      30       6      25      22      12       9      17      18      35      19       7      28      54      70      26      17 
   190    200      12.200    863     69    179       27      65      80      45      21       8      12      23      12       1      14      20      25      12       7      24      53      73      31      15 
   190    210       9.446    818     70    204       24      58      88      50      13       6      21      20       6       4      11      12      18      12       3      22      42      64      32      29 
   190    220       7.443    916     74    179       40      55      73      38      20       4      12      22      10       2       9      17      36      10       8      34      56      76      35      18 
   190    230       5.866    957     80    195       30      47      84      38      21       8      11      19      14       9       7      16      20       9       5      34      53      79      34      16 
   190    240       4.727    949     66    196       29      46      72      43      17      10       9      26      13       7      12      15      21       7       5      32      53      83      59      16 
   190    250       3.772    967     70    238       25      43      87      43      29       7      12      26      10       6       5      12      22      19       6      24      62      94      35      21 
   190    260       3.050   1020     70    236       34      42      76      45      15       7       8      17      11       3       6      18      30       9       9      27      57      78      50      26 
   190    270       2.469   1087     71    249       28      42      73      39      14       6       7      14       9       4      12      10      21      16       6      23      54     100      44      21 
   190    280       2.014   1060     68    252       30      42      70      47      18       3      13      17       8       3       6      17      14      10       4      28      52     100      39      32 
   190    290       1.646   1043     59    222       24      42      50      34       4       9       5      10       7       3       6      18      20      10       1      32      47      97      57      19 
   190    300       1.357   1426     97    381       23      52      75      52      27       8      12      14      13       1       7      17      24      11       4      39      53      92      52      26 
   190    310       1.121   1464     89    369       23      49      78      48      19       7      13       8       8       7       2       7      23       6       5      43      67     110      61      28 
   190    320       0.942   1391     68    348       28      41      74      53      23       6       8       9      11       5       6       9      17       8       4      46      76     102      64      26 
   190    330       0.787   1445     51    343       33      47      62      46      30       3      12       4       7       0       4       8       9       4       2      30      66     103      76      35 
   190    340       0.661   1441     87    354       20      37      69      38      20       3       7      16       8       5       4      10      18      10       5      32      63     105      64      34 
   190    350       0.561   1380     52    327       27      37      48      31      13       4       4       7       7       1       2      12      16      10       2      35      55     101      83      36 
   200    100    4427.000     10      5      2        1       2       6       1       2       0       0       3       0       0       0       0       1       0       0       1       1       1       0       0 
   200    110     378.000    173     63     55       26      46      88      39       6      10      10      19       5       4       1      10       8       9       4       3       8      19       5       2 
   200    120     161.700    361    115    127       27      79     127      59      20       7      20      34      15       1       7      18      24      16       1      17      12      24      14       5 
   200    130     100.600    480    131    143       47      84     153      73      28      10      25      25      13       4      13      21      34      13      11      11      23      26      19       6 
   200    140      69.070    622    129    158       49      89     154      73      37      11      32      29      21       6      16      26      37      11       7       9      26      50      16       7 
   200    150      48.700    712    149    192       50      91     158      84      21      11      32      40      14       5      15      19      29      15       5      25      31      50      30      10 
   200    160      35.580    798    132    212       47     115     115      73      40       9      21      25      19      10      13      30      35      11      13      31      53      64      37      12 
   200    170      26.640    889    124    207       54      95     120      92      27      11      22      35      12       5       7      19      30      16      10      25      48      62      30      12 
   200    180      19.970    902    116    195       62      68     109      59      32      10      14      25      13       4       8      24      37      24       2      31      49      64      28      15 
   200    190      15.440    933    102    191       46      58      98      62      26      11      12      14      20       2      13      21      28      14       5      33      53      64      32      14 
   200    200      11.820    944     75    222       40      57     106      60      25       5      15      18      15       3      17      24      26      19       3      41      49      60      45      20 
   200    210       9.253    918     82    188       36      67      80      52      28       4      16      14      12       4      10      15      22      13       8      35      48      60      35      18 
   200    220       7.306    953     75    211       28      57      86      42      19       5      17      14      10       6       5      17      25      10       4      27      54      78      39      19 
   200    230       5.768    937     65    218       23      61      75      46      24       4       7      13       9       6       9      13      26       6       7      24      49      97      53      18 
   200    240       4.592   1017     68    220       23      61      90      34      22       5      11      10      11       2       8      10      18      15       3      35      65     117      53      14 
   200    250       3.752    980     67    253       25      52      82      32      27       6      11      22      14       4       5      19      27      12       6      40      59      87      54      20 
   200    260       3.007   1026     78    251       27      57      76      53      21       4      13      18       9       2       9      19      24       9       5      37      49      93      48      20 
   200    270       2.412   1034     61    266       20      51     100      48      12       7       3      20      11       3       9      13      24      14      11      25      63      83      49      26 
   200    280       1.973   1051     62    249       16      45      62      40      25       2       5      12       1       1       9       7      23      10       5      33      54      93      50      21 
   200    290       1.633   1057     60    241       31      40      69      45      18       4       5      12       6       2       7      13      17      13       4      37      60      91      43      25 
   200    300       1.335   1366     87    362       21      58     102      57      21       5       5      12       8       4       3      13      17      10       6      39      79     115      63      20 
   200    310       1.103   1389     79    390       40      57     104      47      19       3       8      12       7       5       5      13      18      14       6      40      87     103      70      28 
   200    320       0.925   1471     61    351       30      44      86      37      25       5       7      14       6       3       9      14      21      14       4      27      82     114      79      39 
   200    330       0.780   1440     80    351       28      47      76      50      20       5       8      11       6       6       3      12      18       9       2      37      74     102      49      32 
   200    340       0.656   1417     63    337       22      39      75      38      27       3       8      12       3       4       3      15      14       9       3      29      63     103      79      39 
   200    350       0.545   1447     65    340       22      43      55      30      21       1       4       8       9       1       9       9      16      10       3      36      76     114      87      29 
   210    100    3984.000      7      3      4        1       3       8       2       0       1       1       2       3       0       0       0       1       0       0       0       1       0       0       1 
   210    110     340.400    105     44     35        9      32      63      18      13       5       9      13       9       5       2       6       8       1       1       3       2       7       2       0 
   210    120     154.100    351    120    108       48      85     126      80      31      12      25      27      16       6      11      16      16      18       7       4      19      33      11      10 
   210    130      97.190    485    118    136       47      86     156      93      27       8      18      30      20       6      22      30      31      13       4      12      23      32      15      10 
   210    140      66.670    665    139    176       53      95     158      66      23      12      16      38      14       4      15      25      26      21       7      17      35      52      22       3 
   210    150      46.820    774    135    198       55      89     177      82      31      17      23      37      22       3      13      29      29      15       9      21      32      56      34       9 
   210    160      34.390    835    121    182       76     108     146      90      34      13      27      27      17       7      21      25      33      23       4      28      52      45      28      14 
   210    170      25.870    890    139    245       70     107     164      69      34      10      25      26      14      12      20      16      28      14       6      30      46      71      23      22 
   210    180      19.580    883    117    212       48      83     118      76      29       9      18      26      12       3       8      23      44      15       9      33      60      61      41      15 
   210    190      14.940    930    102    215       51      82     108      59      20       8      10      24      14       1      11      22      29      14       6      39      54      77      44      20 
   210    200      11.510    960     87    204       34      76      81      51      19      12      20      17      14       7      11      23      34      12       7      36      52      80      45      21 
   210    210       9.061   1019     76    203       35      48      97      51      30       9      14      22      11       6      10      12      25       7       7      39      47      73      39      15 
   210    220       7.101    985     83    225       28      53     109      60      28       8      14      18      10       2       8      17      39      10       4      28      66      95      44      21 
   210    230       5.643   1006     92    237       33      71      87      37      22       8      18      19       6       2       7      18      26       9       5      29      54      91      51      23 
   210    240       4.491   1042     86    236       22      58      94      52      22       7      10      11      13       4       5      18      27       9       6      37      68      83      48      18 
   210    250       3.608   1048     85    248       27      48      72      47      35       7      11      17       6       1      10      15      17      11       8      40      63      97      50      18 
   210    260       2.935   1063     70    255       27      54      89      51      22       2      11      13       9       2      10      18      25      13       5      45      59     101      55      21 
   210    270       2.357   1049     60    262       27      38      60      38      25       6      14      15       8       5       7      15      20       9       3      38      75     106      51      24 
   210    280       1.970   1048     58    234       13      54      61      48      20       2       8      13      12       4       9      14      15      20       5      41      67      85      43      25 
   210    290       1.591   1054     67    266       23      34      69      28       9       8      11      14       6       2       6      15      12      11       6      34      59      96      52      13 
   210    300       1.302   1429     83    373       25      62     103      52      20       7      14      10      10       2       2      12      22      15       7      43      63      87      79      41 
   210    310       1.105   1387     81    366       18      61      72      59      21       5       9      13       8       4       7      10      24       9       5      40      68     114      51      25 
   210    320       0.914   1400     86    349       31      45      87      37      13       6       9      11       6       2       8       9      15      18       4      43      63     107      54      38 
   210    330       0.762   1416     75    366       32      61      84      57      22       4       4      23       9       3       8      12      17      15       3      33      62      93      59      26 
   210    340       0.640   1455     67    329       18      43      59      34      16       4      11       8       1       3       7       8      11       6       3      39      56     121      80      35 
   210    350       0.542   1445     65    346       24      36      67      31      19       1       4      11       5       3       6      13      18      10       4      31      67     127      81      38 
